record_id,country,age,gender,marital,,,child_dependants,healthtype_3,healthtype_2,role,role_other,healthtype,screening_2,jobrole,,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
795,Uganda,31,Male,Single (never married),,,2,Wakiso,private,Nurse,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
796,Uganda,25,Male,Married,,,1,Kampala,private,Intern doctor,,Medical unit,less than one day per week,part time,,No,Yes,Yes,Yes,Yes,No,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,all of the time,all of the time,
797,Uganda,40,Male,Married,,,2,Kampala,private,Administrative,,Medical unit,daily,Fulltime,,No,Yes,Yes,No,Yes,No,agree,somewhat agree,agree,agree,agree,disagree,agree,agree,neither agree nor disagree,somewhat agree,somewhat agree,strongly agree.,agree,agree,agree,agree,agree,neither agree nor disagree,agree,somewhat agree,some of the time,most of the time,all of the time,
798,Uganda,60,Male,Married,,,5+,Kampala,private,Allied health professional,Clinical officer,infectious disease ward,daily,Fulltime,,No,No,No,No,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,at no time,some of the time,some of the time,
799,Uganda,30,Female,Living with partner,,,1,Kampala,private,Nurse,,surgical,daily,Fulltime,,Yes,No,Yes,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,somewhat disagree,somewhat disagree,agree,strongly disagree,agree,agree,agree,agree,strongly disagree,agree,disagree,all of the time,all of the time,all of the time,
800,Uganda,42,Male,Living with partner,,,4,Kampala,private,Social worker/counsellor,,Medical unit,daily,Fulltime,,No,Yes,Yes,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
801,Uganda,34,Female,Single (never married),,,None,Kampala,private,Allied health professional,Medical laboratory technician,Laboratory,more than one day per week,Fulltime,,Yes,No,Yes,No,Yes,Yes,agree,strongly agree.,somewhat agree,somewhat agree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,agree,strongly disagree,somewhat agree,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,agree,strongly agree.,agree,some of the time,some of the time,some of the time,
802,Uganda,25,Female,Prefer not to say,,,1,Kampala,public,Midwife,,maternity,more than one day per week,Fulltime,,Yes,No,Yes,Yes,Yes,Yes,agree,agree,agree,agree,strongly agree.,disagree,strongly agree.,agree,agree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,somewhat agree,some of the time,all of the time,all of the time,
803,Uganda,53,Female,Prefer not to say,,,3,Kampala,private,Nurse,,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,strongly agree.,strongly agree.,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,agree,most of the time,most of the time,most of the time,
804,Uganda,29,Female,Married,,,2,Kampala,private,Administrative,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,agree,agree,agree,agree,agree,somewhat agree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,agree,at no time,all of the time,all of the time,
805,Uganda,38,Male,Married,,,4,Kampala ,private,Dentist,,Other,daily,part time,,No,No,No,No,No,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,all of the time,all of the time,all of the time,
806,Uganda,26,Female,Single (never married),,,1,Kampala,private,Dentist,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,at no time,at no time,at no time,
807,Uganda,NA,Female,Single (never married),,,None,Kampala,private,Dentist,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,at no time,at no time,some of the time,
808,Uganda,NA,Female,Single (never married),,,None,Kampala,private,Dentist,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,at no time,at no time,some of the time,
809,Uganda,28,Female,Single (never married),,,None,Kampala,private,Dentist,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,at no time,at no time,some of the time,
810,Uganda,41,Male,Living with partner,,,3,Kampala,private,Medical doctor,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,most of the time,most of the time,most of the time,
811,Uganda,24,Female,Married,,,1,Kampala ,private,Other,,Other,daily,Fulltime,,Yes,No,No,No,No,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,all of the time,all of the time,all of the time,
812,Uganda,47,Male,Married,,,4,Kampala,private,Allied health professional,Medical clinical officer,Medical unit,daily,part time,,Yes,No,Yes,Yes,Yes,Yes,disagree,agree,strongly disagree,disagree,NA,disagree,strongly disagree,disagree,disagree,disagree,disagree,strongly disagree,NA,strongly disagree,disagree,agree,agree,disagree,strongly agree.,agree,more than half of the time,all of the time,all of the time,
813,Uganda,44,Female,Married,,,4,Kampala,private,Other,,Other,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,somewhat disagree,some of the time,some of the time,some of the time,
814,Uganda,33,Female,Married,,,3,Kampala,private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,at no time,at no time,at no time,
815,Uganda,29,Male,Living with partner,,,1,Kampala,private,Allied health professional,LT,Medical unit,daily,Fulltime,,No,No,Yes,No,Yes,No,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,neither agree nor disagree,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,strongly agree.,strongly agree.,some of the time,at no time,at no time,
816,Uganda,23,Female,Single (never married),,,None,Kampala,private,Nurse,,Medical unit,daily,Fulltime,,No,No,No,No,No,No,agree,disagree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,somewhat agree,agree,disagree,disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,strongly disagree,some of the time,most of the time,all of the time,
817,Uganda,27,Male,Single (never married),,,None,Busia,private,Social worker/counsellor,,Medical unit,daily,part time,,No,No,No,No,Yes,Yes,agree,somewhat agree,agree,somewhat agree,agree,disagree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,more than half of the time,all of the time,all of the time,
818,Uganda,35,Female,Married,,,3,Busia,private,Administrative,,Other,NA,Fulltime,,No,No,Yes,Yes,Yes,No,agree,agree,strongly agree.,agree,agree,disagree,strongly agree.,agree,agree,agree,somewhat agree,NA,agree,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,strongly agree.,most of the time,most of the time,all of the time,
819,Uganda,24,Female,Single (never married),,,None,Kampala ,private,Midwife,,maternity,daily,Fulltime,,No,No,No,No,No,No,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,disagree,disagree,at no time,at no time,at no time,
820,Uganda,34,Female,Married,,,5+,Busia,private,Other,,Medical unit,NA,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,agree,agree,agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,more than half of the time,all of the time,all of the time,
821,Uganda,34,Female,Single (never married),,,2,busia,private,Social worker/counsellor,,Other,daily,Fulltime,,No,No,Yes,No,Yes,Yes,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,neither agree nor disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly disagree,strongly agree.,less than half of the time,all of the time,all of the time,
822,Uganda,25,Female,Single (never married),,,None,Busia,private,Other,,Laboratory,daily,Fulltime,,No,Yes,Yes,No,Yes,Yes,disagree,agree,somewhat agree,disagree,agree,disagree,agree,somewhat agree,somewhat agree,somewhat agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,disagree,disagree,at no time,at no time,some of the time,
823,Uganda,27,Female,Single (never married),,,1,Busia,private,Other,,Other,NA,Fulltime,,No,Yes,Yes,Yes,Yes,NA,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,disagree,all of the time,all of the time,all of the time,
824,Uganda,23,Female,Single (never married),,,None,Kampala,private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,,No,No,No,No,No,No,strongly disagree,strongly disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,disagree,at no time,at no time,at no time,
825,Uganda,23,Female,Single (never married),,,None,Kampala,private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,,No,No,No,No,No,No,strongly disagree,strongly disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,disagree,at no time,at no time,at no time,
826,Uganda,25,Male,Single (never married),,,None,Busia,private,Allied health professional,None,Medical unit,daily,Fulltime,,Yes,Unsure,Yes,Yes,Yes,No,somewhat agree,agree,agree,somewhat agree,agree,disagree,strongly agree.,somewhat agree,agree,strongly disagree,somewhat agree,agree,agree,strongly agree.,agree,strongly agree.,disagree,agree,agree,agree,at no time,at no time,all of the time,
827,Uganda,25,Female,Single (never married),,,1,Busia,private,Nurse,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,at no time,at no time,some of the time,
828,Uganda,25,Female,Single (never married),,,1,Busia,private,Nurse,,Medical unit,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,somewhat agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,at no time,at no time,some of the time,
829,Uganda,32,Male,Married,,,1,Busia,private,Nurse,,Other,daily,Fulltime,,Yes,Yes,No,Yes,Yes,Yes,somewhat agree,somewhat agree,agree,disagree,strongly agree.,somewhat disagree,strongly agree.,disagree,disagree,strongly disagree,somewhat agree,agree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,somewhat disagree,strongly disagree,strongly agree.,at no time,some of the time,some of the time,
830,Uganda,50,Male,Married,,,5+,Busia,private,Administrative,,Medical unit,NA,Fulltime,,No,No,Yes,No,Yes,No,somewhat disagree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,at no time,most of the time,most of the time,
831,Uganda,28,Female,Married,,,1,busia,private,Midwife,,maternity,daily,Fulltime,,Yes,Yes,Yes,No,Yes,Yes,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly disagree,strongly disagree,at no time,some of the time,at no time,
832,Uganda,30,Female,Living with partner,,,1,busia,private,Nurse,,paediatric,daily,Fulltime,,No,No,No,No,Yes,Yes,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,most of the time,most of the time,all of the time,
833,Uganda,24,Female,Single (never married),,,None,Kampala ,private,Midwife,,maternity,daily,part time,,No,No,No,No,No,No,disagree,agree,agree,agree,agree,agree,agree,agree,somewhat agree,strongly disagree,disagree,disagree,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,at no time,all of the time,all of the time,
834,Uganda,44,Female,Married,,,4,Busia,private,Other,,Other,daily,Fulltime,,No,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
835,Uganda,24,Female,Single (never married),,,1,Busia,private,Administrative,,Medical unit,daily,Fulltime,,No,Yes,No,No,Yes,Yes,somewhat agree,agree,agree,somewhat agree,agree,somewhat agree,strongly agree.,agree,agree,disagree,somewhat agree,strongly agree.,agree,strongly agree.,agree,agree,agree,agree,somewhat agree,agree,at no time,some of the time,most of the time,
836,Uganda,43,Male,Married,,,5+,Busia,private,Other,,Medical unit,NA,Fulltime,,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,disagree,strongly disagree,agree,agree,at no time,at no time,all of the time,
837,Uganda,23,Female,Single (never married),,,None,Busia,private,Midwife,,intensive care,daily,Fulltime,,No,No,No,No,No,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,all of the time,all of the time,all of the time,
838,Uganda,29,Male,Married,,,1,Busia,private,Nurse,,Medical unit,more than one day per week,Fulltime,,Yes,Yes,No,No,Yes,Yes,somewhat agree,strongly agree.,strongly agree.,somewhat agree,somewhat agree,disagree,strongly agree.,agree,somewhat disagree,neither agree nor disagree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,most of the time,all of the time,most of the time,
839,Uganda,28,Female,Single (never married),,,1,Busia,private,Midwife,,maternity,daily,Fulltime,,Yes,Yes,Yes,Yes,Yes,Yes,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,disagree,disagree,agree,at no time,at no time,some of the time,
840,Uganda,30,Female,Living with partner,,,3,Busia,private,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,Yes,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,somewhat disagree,agree,somewhat agree,disagree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,more than half of the time,more than half of the time,more than half of the time,
841,Uganda,30,Female,Living with partner,,,3,Busia,private,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,Yes,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,somewhat disagree,agree,somewhat agree,disagree,strongly disagree,somewhat agree,somewhat agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,more than half of the time,more than half of the time,more than half of the time,
842,Uganda,23,Female,Single (never married),,,None,Busia,private,Midwife,,intensive care,daily,Fulltime,,No,No,No,No,No,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,all of the time,all of the time,all of the time,
843,Uganda,24,Male,Single (never married),,,2,Busia,private,Medical doctor,,maternity,daily,student,,No,No,Yes,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,most of the time,all of the time,all of the time,
844,Uganda,27,Male,Single (never married),,,None,Busia,private,Other,,Laboratory,daily,Fulltime,,Yes,No,No,No,Yes,Yes,agree,somewhat disagree,strongly disagree,disagree,agree,neither agree nor disagree,agree,agree,somewhat agree,disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,disagree,less than half of the time,at no time,some of the time,
845,Uganda,34,Female,Married,,,1,Kampala,private,Administrative,,Medical unit,daily,Fulltime,,No,No,No,No,Yes,No,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,agree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
846,Uganda,29,Male,Married,,,None,Kampala ,private,Administrative,,Medical unit,daily,Fulltime,,No,Yes,No,No,NA,NA,somewhat agree,agree,agree,agree,strongly agree.,somewhat disagree,strongly agree.,agree,agree,disagree,somewhat agree,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,somewhat agree,strongly disagree,strongly agree.,agree,some of the time,most of the time,all of the time,
847,Uganda,25,Male,Single (never married),,,None,KAMPALA ,private,Allied health professional,Laboratory assistant ,Medical unit,daily,Fulltime,,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,all of the time,some of the time,all of the time,
848,Uganda,24,Female,Single (never married),,,None,Kampala,private,Midwife,,Medical unit,daily,Fulltime,,No,No,Unsure,No,Yes,No,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,agree,disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,agree,agree,disagree,agree,agree,all of the time,all of the time,all of the time,
849,Uganda,26,Male,Single (never married),,,None,Wakiso,private,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,strongly agree.,agree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,somewhat agree,all of the time,all of the time,most of the time,
850,Uganda,26,Male,Single (never married),,,1,Kampala ,public,Other,,Other,NA,Fulltime,,No,No,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
851,Uganda,25,Male,Single (never married),,,1,Mubende,public,Other,,Other,daily,Fulltime,,Yes,No,No,No,Yes,No,disagree,agree,agree,somewhat disagree,agree,agree,agree,disagree,disagree,strongly disagree,disagree,agree,somewhat agree,agree,somewhat agree,agree,NA,agree,strongly disagree,disagree,at no time,at no time,less than half of the time,
852,Uganda,30,Male,Married,,,None,Nakasongola,private,Social worker/counsellor,,Other,NA,Fulltime,,Unsure,No,No,No,No,No,agree,agree,agree,strongly agree.,agree,disagree,somewhat agree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,strongly disagree,most of the time,some of the time,most of the time,
853,Uganda,24,Female,Single (never married),,,None,Wakiso,public,Other,,Other,daily,Fulltime,,No,No,Yes,No,Yes,Yes,strongly disagree,agree,agree,strongly agree.,strongly agree.,disagree,strongly agree.,agree,agree,agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly disagree,most of the time,some of the time,most of the time,
854,Uganda,25,Female,Single (never married),,,3,Mubende,public,Social worker/counsellor,,Other,daily,Fulltime,,No,No,Yes,No,NA,NA,neither agree nor disagree,neither agree nor disagree,somewhat agree,neither agree nor disagree,somewhat agree,somewhat agree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,all of the time,more than half of the time,most of the time,
855,Uganda,30,Male,Single (never married),,,None,Wakiso,private,Other,,Medical unit,NA,Fulltime,,No,No,No,No,Yes,NA,agree,somewhat agree,agree,strongly agree.,agree,agree,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,strongly agree.,agree,agree,some of the time,some of the time,most of the time,
856,Uganda,26,Male,Single (never married),,,None,Mityana,public,Other,,Other,NA,Fulltime,,No,No,No,No,Yes,No,agree,agree,agree,agree,agree,somewhat agree,strongly agree.,agree,somewhat disagree,strongly disagree,disagree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
857,Uganda,26,Male,Living with partner,,,None,Wakiso,public,Other,,Other,NA,Fulltime,,Yes,No,Yes,No,Yes,No,agree,agree,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,NA,strongly agree.,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,all of the time,all of the time,
858,Uganda,32,Male,Married,,,1,Wakiso,public,Other,,Other,NA,Fulltime,,Yes,Yes,Unsure,Unsure,Yes,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,at no time,at no time,
859,Uganda,23,Female,Single (never married),,,None,Wakiso,public,Other,,Other,NA,Fulltime,,Yes,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,neither agree nor disagree,strongly disagree,disagree,disagree,more than half of the time,more than half of the time,more than half of the time,
860,Uganda,30,Female,Living with partner,,,None,Mubende,public,Other,,Other,NA,Fulltime,,No,No,Yes,No,No,No,disagree,disagree,agree,disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,agree,less than half of the time,most of the time,less than half of the time,
861,Uganda,30,Female,Living with partner,,,None,Mubende,public,Other,,Other,NA,Fulltime,,No,No,Yes,No,No,No,disagree,disagree,agree,disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,agree,less than half of the time,most of the time,less than half of the time,
862,Uganda,25,Female,Single (never married),,,None,Nakasongola,public,Other,,Other,more than one day per week,Fulltime,,No,No,Yes,No,Yes,Yes,agree,strongly agree.,agree,agree,somewhat agree,agree,agree,strongly agree.,somewhat agree,disagree,somewhat agree,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,somewhat agree,agree,somewhat agree,most of the time,all of the time,all of the time,
863,Uganda,26,Male,Single (never married),,,2,Mityana,private,Nurse,,paediatric,more than one day per week,Fulltime,,No,No,No,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,neither agree nor disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,some of the time,all of the time,all of the time,
864,Uganda,24,Male,Civil partnership,,,None,Gulu,public,Intern doctor,,paediatric,daily,Fulltime,,No,No,Yes,Yes,Yes,Yes,disagree,strongly disagree,strongly agree.,somewhat agree,agree,strongly disagree,strongly agree.,agree,neither agree nor disagree,somewhat agree,neither agree nor disagree,somewhat disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,agree,strongly disagree,strongly agree.,somewhat disagree,some of the time,some of the time,most of the time,
865,Uganda,28,Female,Married,,,None,Nakasongola,private,Social worker/counsellor,,Palliative Care,daily,Fulltime,,Unsure,No,Yes,Yes,Yes,Yes,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,disagree,disagree,disagree,all of the time,all of the time,all of the time,
