id,country,d_age_i,d_gender,d_marital_c_u,d_edu_c_o,,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,other_prof,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
,Cameroon,23,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,26,Female,Living alone,First University Degree,,1,Douala,Lucrative private health Facility,Non clinical,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
,Cameroon,45,Male,Living with another (Married - Partnership),Masters,,3,Douala,Lucrative private health Facility,Pharmacist,Other,,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,Yes,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,27,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree
,Cameroon,32,Male,Living with another (Married - Partnership),First University Degree,,2,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,20,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Pediatric,,No more than three days during each week,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree
,Cameroon,26,Female,Living with another (Married - Partnership),High School Diploma,,1,Douala,Lucrative private health Facility,Pharmacist,Outpatient department,,Almost every day of the month,Casual or locum staff,2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,30,Male,Prefer not to say,Masters,,3,Douala,Lucrative private health Facility,Allied health professionals,Other,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,20,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,1,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,24,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,3,Douala,Lucrative private health Facility,Non clinical,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
,Cameroon,30,Female,Living with another (Married - Partnership),First University Degree,,1,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
,Cameroon,25,Female,Living with another (Married - Partnership),High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,38,Female,Living with another (Married - Partnership),High School Diploma,,4,Douala,Lucrative private health Facility,Nurse,Pediatric,,No more than three days during each week,Long-Term Contract (>12mths),11 to 15 years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,27,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,Unsure,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,33,Female,Living alone,High School Diploma,,4,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,24,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,1,Douala,Lucrative private health Facility,Pharmacist,Outpatient department,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,32,Male,Living alone,High School Diploma,,2,Douala,Public Health facility,Pharmacist,Outpatient department,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,27,Male,Living alone,High School Diploma,,2,Douala,Lucrative private health Facility,Health Assistants,Other,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
,Cameroon,38,Female,Living with another (Married - Partnership),High School Diploma,,3,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,33,Female,Living alone,First University Degree,,3,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,28,Male,Prefer not to say,Masters,,1,Douala,Lucrative private health Facility,Medical Doctor,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,29,Female,Living with another (Married - Partnership),Masters,,2,Douala,Lucrative private health Facility,Physician Assistant,Pediatric,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,30,Male,Living with another (Married - Partnership),High School Diploma,,2,Douala,Lucrative private health Facility,Pharmacist,Outpatient department,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
,Cameroon,26,Male,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Allied health professionals,Other,,Almost every day of the month,Part time,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,22,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,34,Male,Living with another (Married - Partnership),First University Degree,,2,Douala,Lucrative private health Facility,Nurse,Emergency,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,Yes,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,28,Male,Living alone,First University Degree,,1,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),< 1 year,No,Yes,Yes,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
,Cameroon,26,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,1,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,36,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,4,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,28,Female,Living alone,Post-Secondary School/SSS/SHS Certificate,,3,Douala,Public Health facility,Health Assistants,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,30,Female,Living with another (Married - Partnership),High School Diploma,,2,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,33,Female,Living with another (Married - Partnership),High School Diploma,,3,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,26,Female,Prefer not to say,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Prefer not to say,2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,26,Male,Living alone,First University Degree,,1,Douala,Lucrative private health Facility,Allied health professionals,Other,,Almost every day of the month,Part time,2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree
,Cameroon,25,Female,Living alone,First University Degree,,1,Douala,Lucrative private health Facility,Allied health professionals,Disease Control,,No more than three days during each week,Part time,2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,22,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,28,Male,Living alone,First University Degree,,3,Douala,Lucrative private health Facility,Health Assistants,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,No,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,NA,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
,Cameroon,35,Female,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Other,,Almost every day of the month,Short-term contract (< 13mths),< 1 year,No,Yes,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree
,Cameroon,37,Male,Living with another (Married - Partnership),Masters,,3,Douala,Lucrative private health Facility,Medical Doctor,Pediatric,,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,No,No,Yes,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,27,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,4,Douala,Lucrative private health Facility,Health Assistants,Medical Unit,,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree
,Cameroon,28,Male,Living alone,First University Degree,,2,Douala,Lucrative private health Facility,Nurse,Emergency,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree
,Cameroon,23,Male,Living alone,High School Diploma,,1,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Casual or locum staff,< 1 year,No,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,40,Female,Living with another (Married - Partnership),Post-Secondary School/SSS/SHS Certificate,,3,Douala,Lucrative private health Facility,Midwife,Maternity,,No more than three days during each week,Long-Term Contract (>12mths),11 to 15 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,35,Female,Living with another (Married - Partnership),High School Diploma,,4,Douala,Lucrative private health Facility,Nurse,Medical Unit,,Almost every day of the month,Long-Term Contract (>12mths),11 to 15 years,No,No,Yes,No,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree
,Cameroon,29,Male,Living alone,First University Degree,,2,Douala,Lucrative private health Facility,Allied health professionals,Other,,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,No,No,Yes,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree
