cid,record_id,Country,age,gender,marital,educ,educ_other,child_dependants,Regions,healthtype_2,role,role_other,healthtype,If_Yes,jobrole,train_years,experience_1,experience_2,experience_3,experience_4,service_demand_1,service_demand_2,skills_1,skills_2,skills_3,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3
hcw_9302,889,Uganda,30,Female,Single (never married),NULL,NULL,0,Central 2,Private,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,disagree,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat disagree,somewhat disagree
hcw_9303,890,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 1,Private,Nurse,NULL,Medical unit,more than one day per week,Fulltime,NULL,No,No,No,No,somewhat disagree,agree,agree,agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,somewhat disagree,somewhat agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree
hcw_9304,891,Uganda,25,Male,Single (never married),NULL,NULL,7,Central 2,Private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,No,strongly agree,somewhat agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,somewhat agree,strongly disagree,strongly disagree,strongly disagree
hcw_9305,892,Uganda,26,Female,Single (never married),NULL,NULL,0,Central 2,Private,Other,NULL,Other,don't know,Fulltime,NULL,No,No,Unsure,Unsure,neither agree nor disagree,neither agree nor disagree,agree,somewhat agree,somewhat disagree,strongly agree,somewhat agree,agree,neither agree nor disagree,agree,somewhat disagree,NA,agree,agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9306,893,Uganda,40,Female,Married,NULL,NULL,2,Central 2,Public,Allied health professional,Data officer,Palliative Care,daily,Fulltime,NULL,No,No,No,No,somewhat disagree,disagree,agree,agree,agree,strongly agree,agree,agree,agree,strongly agree,agree,NA,agree,agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9307,894,Uganda,28,Female,Living with partner,NULL,NULL,1,Central 2,Private,Other,NULL,Medical unit,NA,Fulltime,NULL,No,No,Yes,No,agree,agree,agree,strongly agree,agree,strongly agree,strongly agree,agree,somewhat disagree,strongly agree,agree,agree,somewhat agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly agree,somewhat agree,somewhat agree,somewhat agree
hcw_9308,895,Uganda,27,Male,Single (never married),NULL,NULL,2,Central 2,Private,Other,NULL,infectious disease ward,NA,Fulltime,NULL,No,No,No,No,strongly disagree,strongly disagree,strongly agree,agree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,disagree,agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,somewhat disagree,agree,agree,somewhat agree,disagree,strongly disagree
hcw_9309,896,Uganda,28,Female,Single (never married),NULL,NULL,2,Central 1,Public,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,NULL,No,No,No,No,disagree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,somewhat agree,somewhat agree
hcw_9310,897,Uganda,40,Male,Living with partner,NULL,NULL,2,Central 1,Public,Social worker/counsellor,NULL,Laboratory,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,strongly disagree,strongly disagree,somewhat agree,somewhat agree,disagree,disagree,disagree
hcw_9311,898,Uganda,27,Female,Living with partner,NULL,NULL,0,Central 2,Private,Other,NULL,Laboratory,daily,Fulltime,NULL,No,Yes,Yes,Yes,somewhat disagree,somewhat disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9312,899,Uganda,27,Female,Living with partner,NULL,NULL,0,Central 2,Private,Other,NULL,Laboratory,daily,Fulltime,NULL,No,Yes,Yes,Yes,somewhat disagree,somewhat disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9313,900,Uganda,29,Female,Single (never married),NULL,NULL,2,East Central,Private,Nurse,NULL,Laboratory,daily,Fulltime,NULL,No,No,No,No,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,agree,NA,agree,agree,strongly disagree,strongly disagree,agree,agree,strongly agree,strongly agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9314,901,Uganda,24,Male,Single (never married),NULL,NULL,0,Central 2,Private,Other,NULL,Other,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly disagree,disagree,disagree
hcw_9315,902,Uganda,57,Female,Married,NULL,NULL,3,East Central,Private,Other,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,No,No,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,strongly disagree
hcw_9316,903,Uganda,35,Male,Married,NULL,NULL,3,Central 2,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,Yes,Yes,No,No,somewhat disagree,somewhat agree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,strongly agree,agree,agree,agree,agree,agree,strongly agree,strongly agree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat agree,somewhat agree,agree
hcw_9317,904,Uganda,25,Male,Single (never married),NULL,NULL,0,Central 2,Private,Medical doctor,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly agree,agree,strongly agree,agree,strongly agree,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,agree,agree,disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9318,905,Uganda,27,Male,Married,NULL,NULL,1,East Central,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,No,No,Yes,No,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,agree
hcw_9319,906,Uganda,32,Female,Married,NULL,NULL,5,East Central,Private,Allied health professional,None,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,No,strongly disagree,strongly disagree,agree,agree,disagree,somewhat agree,somewhat disagree,agree,disagree,agree,agree,somewhat disagree,strongly agree,somewhat agree,somewhat agree,agree,agree,disagree,agree,agree,somewhat agree,agree,agree,agree,somewhat agree,disagree
hcw_9320,907,Uganda,25,Female,Living with partner,NULL,NULL,1,Central 2,Private,Other,NULL,Medical unit,NA,Fulltime,NULL,No,No,Yes,No,strongly agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,somewhat agree,agree,agree,disagree,disagree,disagree
hcw_9321,908,Uganda,30,Male,Married,NULL,NULL,1,East Central,Private,Social worker/counsellor,NULL,intensive care,daily,Fulltime,NULL,Yes,No,Yes,No,agree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,agree,strongly agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9322,909,Uganda,23,Female,Single (never married),NULL,NULL,0,East Central,Private,Allied health professional,None,surgical,daily,student,NULL,No,No,Yes,No,agree,agree,somewhat disagree,somewhat disagree,agree,strongly agree,agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,agree,disagree,somewhat agree,somewhat agree,somewhat agree
hcw_9323,910,Uganda,32,Female,Prefer not to say,NULL,NULL,0,East Central,Private,Medical doctor,NULL,emergency,daily,Fulltime,NULL,Unsure,Yes,Yes,Unsure,disagree,disagree,somewhat agree,strongly disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,strongly agree,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,agree,agree,disagree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,disagree,agree,disagree,disagree
hcw_9324,911,Uganda,44,Male,Married,NULL,NULL,3,East Central,Private,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,No,strongly disagree,strongly disagree,agree,strongly disagree,agree,agree,somewhat agree,agree,disagree,agree,agree,somewhat agree,strongly disagree,disagree,agree,agree,strongly agree,agree,agree,agree,somewhat agree,strongly agree,agree,agree,disagree,strongly disagree
hcw_9325,912,Uganda,48,Female,Married,NULL,NULL,3,East Central,Private,Allied health professional,Laboratory Technician,Medical unit,daily,Fulltime,NULL,No,Yes,Yes,No,somewhat agree,strongly disagree,disagree,agree,agree,somewhat agree,strongly disagree,strongly agree,somewhat agree,strongly agree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,neither agree nor disagree,strongly disagree,agree,strongly disagree,strongly agree,agree,agree,agree,agree,somewhat agree,neither agree nor disagree,strongly disagree
hcw_9326,913,Uganda,34,Female,Single (never married),NULL,NULL,1,East Central,Private,Allied health professional,None,surgical,daily,Fulltime,NULL,Yes,No,No,No,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,agree,strongly agree,strongly agree,agree,agree,agree,disagree,somewhat agree,agree,agree,agree,agree,strongly agree,strongly agree,agree,agree,agree,somewhat agree,somewhat agree,disagree
hcw_9327,914,Uganda,30,Male,Married,NULL,NULL,3,East Central,Private,Midwife,NULL,Medical unit,daily,Fulltime,NULL,No,No,Unsure,No,strongly disagree,strongly disagree,agree,disagree,disagree,agree,disagree,agree,agree,agree,agree,disagree,strongly disagree,disagree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,somewhat disagree,disagree
hcw_9328,915,Uganda,48,Female,Married,NULL,NULL,3,East Central,Private,Allied health professional,None,Medical unit,daily,Fulltime,NULL,No,Yes,Yes,No,somewhat agree,strongly disagree,disagree,agree,agree,somewhat agree,strongly disagree,strongly agree,somewhat agree,strongly agree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,neither agree nor disagree,strongly disagree,agree,strongly disagree,strongly agree,agree,agree,agree,agree,somewhat agree,neither agree nor disagree,strongly disagree
hcw_9329,916,Uganda,39,Female,Married,NULL,NULL,2,Central 2,Private,Administrative,NULL,infectious disease ward,NA,Fulltime,NULL,No,No,Yes,No,somewhat disagree,somewhat disagree,disagree,disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,neither agree nor disagree,neither agree nor disagree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_9330,917,Uganda,27,Male,Married,NULL,NULL,1,East Central,Private,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,agree,agree,somewhat agree,agree,agree,agree,disagree,agree,agree,disagree,strongly disagree,disagree,agree,agree,agree,disagree,agree,agree,somewhat agree,agree,agree,agree,disagree,disagree
hcw_9331,918,Uganda,26,Female,Single (never married),NULL,NULL,1,East Central,Private,Nurse,NULL,Medical unit,daily,Fulltime,NULL,No,No,No,No,agree,disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,somewhat agree,agree,agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,agree,somewhat agree,somewhat agree,strongly disagree
hcw_9332,919,Uganda,24,Male,Married,NULL,NULL,0,East Central,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,No,No,No,No,disagree,disagree,agree,strongly agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,somewhat agree,somewhat agree,somewhat agree
hcw_9333,920,Uganda,24,Male,Married,NULL,NULL,0,East Central,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,No,No,No,No,disagree,disagree,agree,strongly agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,somewhat agree,somewhat agree,somewhat agree
hcw_9334,921,Uganda,36,Female,Married,NULL,NULL,5,East Central,Private,Other,NULL,Medical unit,NA,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,somewhat disagree,agree,somewhat agree,somewhat agree,somewhat agree,disagree,somewhat disagree,disagree,agree,disagree,strongly disagree,disagree,somewhat agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,disagree,strongly disagree
hcw_9335,922,Uganda,24,Male,Married,NULL,NULL,0,East Central,Private,Midwife,NULL,maternity,daily,Fulltime,NULL,Yes,Yes,No,No,disagree,disagree,agree,strongly agree,strongly agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,somewhat agree,somewhat agree,somewhat agree
hcw_9336,923,Uganda,31,Male,Married,NULL,NULL,5,East Central,Private,Allied health professional,None,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly disagree,strongly disagree,somewhat disagree,agree,agree,agree,somewhat disagree,agree,somewhat disagree,somewhat agree,agree,somewhat disagree,strongly disagree,disagree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,disagree,disagree
hcw_9337,924,Uganda,32,Female,Living with partner,NULL,NULL,1,Central 2,Private,Social worker/counsellor,NULL,paediatric,more than one day per week,Fulltime,NULL,No,No,Yes,No,agree,somewhat agree,agree,somewhat agree,somewhat agree,strongly agree,agree,agree,agree,strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,somewhat disagree,somewhat disagree,somewhat disagree
hcw_9338,925,Uganda,30,Male,Married,NULL,NULL,3,Central 2,Private,Nurse,NULL,infectious disease ward,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,disagree,disagree,disagree,agree,disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,somewhat disagree,strongly disagree,strongly disagree,somewhat disagree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9339,926,Uganda,30,Male,Married,NULL,NULL,3,Central 2,Private,Nurse,NULL,infectious disease ward,more than one day per week,Fulltime,NULL,Yes,Yes,Yes,Yes,disagree,disagree,disagree,agree,disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,somewhat disagree,strongly disagree,strongly disagree,somewhat disagree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly agree,strongly agree,strongly agree,strongly agree,neither agree nor disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9340,927,Uganda,21,Male,Prefer not to say,NULL,NULL,0,Central 1,Private,Allied health professional,Pharmacist,Other,daily,student,NULL,Yes,Yes,Yes,No,agree,agree,agree,agree,agree,agree,neither agree nor disagree,agree,agree,agree,neither agree nor disagree,somewhat agree,agree,somewhat agree,agree,agree,agree,somewhat agree,strongly agree,strongly agree,disagree,somewhat agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9341,928,Uganda,24,Female,Single (never married),NULL,NULL,3,Central 2,Private,Social worker/counsellor,NULL,Other,more than one day per week,Fulltime,NULL,Unsure,Unsure,Yes,No,disagree,agree,somewhat agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9342,929,Uganda,45,Female,Married,NULL,NULL,5,Mid Eastern,Private,Other,NULL,Medical unit,daily,part time,NULL,Yes,Yes,Yes,Yes,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree
hcw_9343,930,Uganda,29,Male,Single (never married),NULL,NULL,7,Mid Eastern,Private,Social worker/counsellor,NULL,Other,daily,Fulltime,NULL,Yes,No,Yes,No,disagree,disagree,agree,agree,agree,strongly agree,somewhat disagree,strongly agree,somewhat agree,strongly agree,agree,disagree,strongly disagree,disagree,strongly disagree,strongly agree,agree,somewhat disagree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,somewhat agree,somewhat agree,disagree
hcw_9344,931,Uganda,38,Female,Married,NULL,NULL,4,Mid Eastern,Private,Medical doctor,NULL,surgical,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,somewhat agree,somewhat disagree,somewhat agree,agree,somewhat agree,agree,somewhat agree,strongly agree,agree,agree,somewhat agree,somewhat disagree,disagree,somewhat agree,somewhat disagree,strongly agree,somewhat agree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,somewhat agree,neither agree nor disagree,somewhat disagree
hcw_9345,932,Uganda,30,Female,Single (never married),NULL,NULL,0,Mid Eastern,Private,Allied health professional,Clinical officer,Medical unit,more than one day per week,Fulltime,NULL,No,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,agree,neither agree nor disagree,agree,disagree,strongly agree,strongly agree,agree,somewhat disagree,strongly disagree,strongly disagree,disagree,disagree,strongly agree,disagree,somewhat agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,somewhat agree,agree
hcw_9346,933,Uganda,32,Female,Living with partner,NULL,NULL,1,Mid Eastern,Private,Other,NULL,Other,daily,Fulltime,NULL,No,No,Yes,No,somewhat disagree,disagree,somewhat disagree,somewhat disagree,strongly disagree,strongly disagree,strongly disagree,somewhat agree,agree,strongly agree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,agree,somewhat agree,disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,agree,agree,agree
hcw_9347,934,Uganda,28,Male,Single (never married),NULL,NULL,0,Mid Eastern,Private,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,agree,agree,strongly disagree,strongly disagree,somewhat disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9348,935,Uganda,25,Male,Single (never married),NULL,NULL,0,Mid Eastern,Private,Allied health professional,None,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,somewhat disagree,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,agree,somewhat agree,agree,strongly disagree,strongly agree,agree,agree,strongly disagree,somewhat agree,agree,strongly agree,agree,agree,agree,agree,somewhat agree,agree,somewhat disagree,agree,agree,somewhat agree
hcw_9349,936,Uganda,52,Male,Married,NULL,NULL,3,Mid Eastern,Private,Nurse,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,agree,agree,agree
hcw_9350,937,Uganda,42,Male,Widowed,NULL,NULL,1,Mid Eastern,Private,Social worker/counsellor,NULL,Medical unit,daily,part time,NULL,No,No,Yes,No,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,somewhat agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree
hcw_9351,938,Uganda,26,Female,Single (never married),NULL,NULL,0,Kampala,Private,Social worker/counsellor,NULL,emergency,more than one day per week,part time,NULL,Yes,No,Yes,Yes,agree,neither agree nor disagree,neither agree nor disagree,somewhat agree,somewhat agree,somewhat agree,neither agree nor disagree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,somewhat disagree,strongly disagree,strongly disagree
hcw_9352,939,Uganda,52,Male,Widowed,NULL,NULL,3,Mid Eastern,Private,Other,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,No,agree,agree,disagree,disagree,disagree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,somewhat agree,somewhat agree,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,agree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree
hcw_9353,940,Uganda,39,Male,Married,NULL,NULL,5,Mid Eastern,Private,Other,NULL,Other,daily,Fulltime,NULL,No,No,No,No,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,disagree,strongly disagree,strongly disagree,somewhat disagree,disagree,agree,agree,strongly disagree,agree,agree,strongly disagree,strongly disagree,strongly disagree,somewhat agree,somewhat agree,somewhat agree
hcw_9354,941,Uganda,20,Male,Single (never married),NULL,NULL,0,Mid Eastern,Private,Other,NULL,Other,daily,other,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9355,942,Uganda,47,Male,Married,NULL,NULL,3,Mid Eastern,Private,Other,NULL,Other,daily,Fulltime,NULL,Yes,No,Yes,Yes,strongly disagree,strongly disagree,disagree,agree,agree,strongly agree,strongly disagree,strongly agree,agree,strongly agree,disagree,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree,strongly agree,disagree,strongly agree,strongly agree,strongly agree,strongly agree,somewhat agree,agree,somewhat agree,somewhat agree
hcw_9356,943,Uganda,27,Female,Single (never married),NULL,NULL,0,Kampala,Public,Allied health professional,Clinical officer,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,agree,strongly agree,somewhat agree,somewhat agree,strongly disagree,strongly agree,agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly disagree,strongly agree,strongly agree,somewhat agree,strongly agree,somewhat agree,agree,neither agree nor disagree,neither agree nor disagree
hcw_9357,944,Uganda,49,Male,Widowed,NULL,NULL,4,Mid Eastern,Private,Social worker/counsellor,NULL,Medical unit,daily,part time,NULL,Yes,No,Yes,No,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,agree,somewhat agree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree
hcw_9358,945,Uganda,49,Male,Married,NULL,NULL,2,Mid Eastern,Private,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,somewhat disagree,disagree,somewhat disagree,somewhat agree,somewhat disagree,strongly agree,somewhat agree,strongly agree,strongly disagree,strongly agree,agree,agree,strongly disagree,somewhat agree,agree,strongly agree,strongly agree,somewhat agree,strongly agree,strongly agree,agree,strongly agree,disagree,agree,agree,agree
hcw_9359,946,Uganda,58,Female,Married,NULL,NULL,1,Mid Eastern,Private,Other,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,disagree,strongly disagree,disagree,agree,disagree,agree,disagree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,strongly agree,strongly agree,strongly agree,agree,agree,agree,somewhat agree,disagree
hcw_9360,947,Uganda,43,Male,Widowed,NULL,NULL,4,Mid Eastern,Private,Other,NULL,Other,daily,other,NULL,No,No,Yes,No,disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree
hcw_9361,948,Uganda,31,Female,Married,NULL,NULL,3,Mid Eastern,Private,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,No,disagree,disagree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,disagree,disagree
hcw_9362,949,Uganda,45,Female,Married,NULL,NULL,5,Mid Eastern,Private,Other,NULL,Medical unit,daily,Fulltime,NULL,Yes,No,Yes,No,agree,agree,somewhat agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,somewhat agree,agree,disagree,agree,agree,disagree,disagree,disagree
hcw_9363,950,Uganda,29,Female,Married,NULL,NULL,2,Mid Eastern,Private,Allied health professional,None,Laboratory,daily,Fulltime,NULL,Yes,Yes,Yes,Yes,disagree,disagree,agree,agree,agree,agree,disagree,agree,disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,somewhat agree
hcw_9364,951,Uganda,25,Male,Prefer not to say,NULL,NULL,7,Central 2,Public,Social worker/counsellor,NULL,Medical unit,daily,Fulltime,NULL,No,No,Yes,Yes,strongly agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,strongly agree,agree,agree,strongly disagree,agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree
hcw_9365,952,Uganda,26,Male,Single (never married),NULL,NULL,7,Kampala,Public,Nurse,NULL,Medical unit,daily,Fulltime,NULL,Unsure,Unsure,Unsure,No,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree
