cid,id,country,age,sex,marital,education,educ other,chn,region,hospital,job role,other prof,work unit,contact freq,job type,train years,experience_1,experience_2,experience_3,e_do_care,can manage,continue manage,general training,received ipc training,can don,can follow,55) s_can protect,is protected,will use,proto exists,can access,has isolation,get support,expected I follow,expected to follow,colleagues follow,encouraged by staff,concerned about family,risk concerned,afraid of patients,accept risk,trust_1,trust_2,trust_3
hcw_9036,624,Senegal,52,Masculin,Marié,Doctorat,,5,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,40,Yes ,No,No,,disagree,disagree,agree,disagree,disagree,disagree,rather disagree,agree,totally agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9037,625,Senegal,25,Féminin,Marié,BFEM,,2,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,5,Yes ,Yes ,No,,not agree at all,not agree at all,totally agree,totally agree,agree,totally agree,disagree,agree,totally agree,Yes ,Yes ,No,No,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9038,626,Senegal,38,Masculin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,7,No,No,No,,disagree,disagree,disagree,disagree,disagree,agree,rather disagree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9039,627,Senegal,40,Féminin,Marié,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,8,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,agree,agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9040,628,Senegal,39,Masculin,Marié,Primaire,,1,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,10,No,No,No,,disagree,disagree,disagree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes ,No,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9041,629,Senegal,34,Féminin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,Plus d'un jour pas semaine,,7,Yes ,No,No,,disagree,disagree,agree,agree,agree,agree,disagree,agree,totally agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,No,at no moment,Tout_le_temps,totally agree
hcw_9042,630,Senegal,24,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Etudiant (e),,Poste de sante,Quotidiennement,,0,No,No,No,,not agree at all,disagree,agree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,No,No,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9043,631,Senegal,30,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Plus d'un jour pas semaine,,3,No, Do not know,No,,disagree,disagree,rather disagree,disagree,disagree,agree,disagree,agree,totally agree,No,Yes , Do not know, Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9044,632,Senegal,23,Féminin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Etudiant (e),,Poste de sante,Plus d'un jour pas semaine,,0,No,No,No,,disagree,disagree,agree,disagree,not agree at all,agree,disagree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9045,633,Senegal,32,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Plus d'un jour pas semaine,,7,No,No,No,,disagree,disagree,somewhat agree,disagree,disagree,agree,disagree,agree,agree,Yes ,Yes , Do not know, Do not know,without opinion,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,without opinion
hcw_9046,634,Senegal,41,Masculin,Marié,BFEM,,2,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,10,No, Do not know,No,,without opinion,without opinion,disagree,disagree,disagree,agree,disagree,agree,agree,Yes ,Yes , Do not know, Do not know,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9047,635,Senegal,32,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,,,8,No,Yes ,No,,disagree,disagree,somewhat agree,disagree,disagree,agree,somewhat agree,somewhat agree,totally agree,No,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,Tout_le_temps,agree
hcw_9048,636,Senegal,32,Féminin,Célibataire,Master,,3,Dakar,Centre/poste de santé/district,Administratif et technique,,Poste de sante,Quotidiennement,,5,Yes ,Yes ,No,,disagree,disagree,agree,disagree,disagree,disagree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,No,No,No,at no moment,La_plupart_de_le_temps,rather agree
hcw_9049,637,Senegal,27,Féminin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,,,4, Do not know,No,No,,disagree,disagree,agree,disagree,disagree,totally agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9050,638,Senegal,32,Féminin,Marié,Certificat,,1,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,5,No,Yes ,No,,disagree,disagree,agree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes ,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9051,639,Senegal,52,Féminin,Marié,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,22,No,Yes ,No,,disagree,disagree,somewhat agree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,No,No,No,at no moment,La_plupart_de_le_temps,agree
hcw_9052,640,Senegal,28,Masculin,Divorce(e),Primaire,,8,Dakar,Centre/poste de santé/district,Administratif et technique,,Poste de sante,Quotidiennement,,3,No,Yes ,No,,disagree,disagree,agree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9053,641,Senegal,35,Féminin,Célibataire,BFEM,,1,Dakar,Etablissement privé,Autre,,Centre de sante,,,7,No,No,Yes ,,disagree,disagree,rather disagree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9054,642,Senegal,31,Masculin,Célibataire,Licence,,3,Dakar,Etablissement privé,Paramédical (e),,Clinique Medicale privee,Quotidiennement,,5,No,Yes ,No,,disagree,not agree at all,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,No,No,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9055,643,Senegal,25,Masculin,Célibataire,Baccalaureate,,0,Dakar,Etablissement privé,Etudiant (e),,Clinique Medicale privee,Plus d'un jour pas semaine,,2,No,No,No,,disagree,not agree at all,somewhat agree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9056,644,Senegal,30,Féminin,Célibataire,Master,,4,Dakar,Centre/poste de santé/district,Autre,,Cabinet medicale prive,Quotidiennement,,6,No,Yes ,No,,disagree,disagree,agree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9057,645,Senegal,36,Masculin,Marié,BFEM,,1,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,2,No,No,No,,disagree,disagree,disagree,disagree,disagree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,No,No,without opinion,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9058,646,Senegal,32,Masculin,Marié,Pas scolarise,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,,,5,No, Do not know,No,,rather disagree,disagree,not agree at all,not agree at all,not agree at all,agree,disagree,agree,agree,Yes ,Yes , Do not know, Do not know,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9059,647,Senegal,37,Masculin,Marié,Master,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,6,No,Yes ,No,,rather disagree,disagree,agree,agree,agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,part of the time,part of the time,rather agree
hcw_9060,648,Senegal,24,Féminin,Marié,Master,,2,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,,,0,No,Yes ,No,,rather disagree,disagree,agree,totally agree,agree,totally agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,part of the time,less than half the time,without opinion
hcw_9061,649,Senegal,41,Masculin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Médical (e),,Centre de sante,,,9,No, Do not know,No,,without opinion,without opinion,somewhat agree,disagree,disagree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,La_plupart_de_le_temps,without opinion
hcw_9062,650,Senegal,33,Féminin,Marié,Doctorat,,3,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Quotidiennement,,3,Yes ,Yes ,Yes ,,rather disagree,disagree,totally agree,totally agree,agree,totally agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,part of the time,part of the time,disagree
hcw_9063,651,Senegal,28,Féminin,Marié,Doctorat,,0,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,2,No,Yes ,No,,rather disagree,disagree,totally agree,agree,somewhat agree,totally agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,part of the time,without opinion
hcw_9064,652,Senegal,31,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Plus d'un jour pas semaine,,5, Do not know,Yes ,No,,somewhat agree,disagree,agree,agree,agree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes , Do not know,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,part of the time,at no moment,disagree
hcw_9065,653,Senegal,22,Féminin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Etudiant (e),,Centre de sante,Plus d'un jour pas semaine,,0, Do not know, Do not know,No,,disagree,disagree,disagree,disagree,rather disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,part of the time,less than half the time,without opinion
hcw_9066,654,Senegal,28,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,Plus d'un jour pas semaine,,3, Do not know, Do not know,No,,without opinion,without opinion,somewhat agree,disagree,disagree,agree,rather disagree,somewhat agree,totally agree,Yes ,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,La_plupart_de_le_temps,without opinion
hcw_9067,655,Senegal,30,Masculin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,6,Yes ,No,No,,disagree,not agree at all,somewhat agree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,No,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9068,656,Senegal,51,Masculin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,23,No,No,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,No,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9069,657,Senegal,31,Féminin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,4,Yes ,Yes ,Yes ,,not agree at all,not agree at all,totally agree,totally agree,agree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9070,658,Senegal,37,Féminin,Marié,Licence,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,10,Yes ,Yes ,Yes ,,agree,disagree,agree,agree,agree,agree,disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,La_plupart_de_le_temps,agree
hcw_9071,659,Senegal,26,Féminin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,3,Yes ,Yes ,No,,disagree,disagree,agree,disagree,agree,agree,somewhat agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9072,660,Senegal,41,Féminin,Marié,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,20,No,Yes ,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9073,661,Senegal,30,Féminin,Marié,BFEM,,3,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,5,No,No,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9074,662,Senegal,36,Féminin,Célibataire,Primaire,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,17,No,No,Yes ,,disagree,disagree,disagree,rather disagree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9075,663,Senegal,37,Féminin,Marié,BFEM,,2,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,Quotidiennement,,10,No,No,No,,disagree,disagree,agree,rather disagree,agree,agree,disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9076,664,Senegal,32,Féminin,Marié,Licence,,3,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,3,No,Yes ,No,,disagree,disagree,agree,somewhat agree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,Tout_le_temps,totally agree
hcw_9077,665,Senegal,34,Féminin,Marié,BFEM,,2,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,10,No,Yes ,No,,disagree,disagree,agree,disagree,disagree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9078,666,Senegal,40,Masculin,Marié,BFEM,,3,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,8,No,Yes ,No,,disagree,disagree,somewhat agree,disagree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,agree
hcw_9079,667,Senegal,23,Féminin,Marié,Baccalaureate,,2,Dakar,Centre/poste de santé/district,Etudiant (e),,Poste de sante,,,0,No,Yes ,No,,disagree,not agree at all,somewhat agree,agree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,No,without opinion,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9080,668,Senegal,36,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,5,No,Yes ,No,,agree,disagree,somewhat agree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,without opinion
hcw_9081,669,Senegal,29,Féminin,Marié,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,3,Yes ,Yes ,No,,disagree,disagree,agree,agree,agree,agree,disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9082,670,Senegal,27,Féminin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,2,No,Yes ,No,,disagree,disagree,agree,agree,agree,agree,disagree,somewhat agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9083,671,Senegal,26,Féminin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,2,Yes ,Yes ,No,,disagree,disagree,agree,somewhat agree,disagree,totally agree,agree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9084,672,Senegal,51,Féminin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Plus d'un jour pas semaine,,15,No,Yes ,No,,disagree,disagree,agree,somewhat agree,agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9085,673,Senegal,31,Féminin,Veuf(ve),Primaire,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,4,No,Yes ,No,,disagree,not agree at all,agree,somewhat agree,agree,agree,disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,La_plupart_de_le_temps,agree
hcw_9086,674,Senegal,34,Féminin,Marié,Baccalaureate,,1,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,,,6,No,Yes ,No,,disagree,disagree,disagree,not agree at all,disagree,agree,disagree,somewhat agree,agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9087,675,Senegal,52,Féminin,Marié,Licence,,1,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,19,No,Yes ,No,,disagree,disagree,agree,agree,agree,totally agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,rather disagree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9088,676,Senegal,28,Féminin,Marié,Certificat,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,3,No,Yes ,No,,disagree,disagree,somewhat agree,not agree at all,disagree,somewhat agree,agree,agree,agree,Yes ,Yes ,Yes ,Yes ,without opinion,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9089,677,Senegal,54,Masculin,Marié,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,5,No,Yes ,No,,disagree,disagree,agree,somewhat agree,agree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9090,678,Senegal,37,Féminin,Marié,Baccalaureate,,4,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,2,No,Yes ,No,,disagree,disagree,agree,agree,disagree,totally agree,disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,Tout_le_temps,agree
hcw_9091,679,Senegal,34,Masculin,Marié,Pas scolarise,,2,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,,,3,No,Yes ,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,No,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,No,at no moment,La_plupart_de_le_temps,agree
hcw_9092,680,Senegal,48,Masculin,Marié,Doctorat,,0,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,10,Yes ,Yes ,Yes ,,disagree,not agree at all,totally agree,totally agree,agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,part of the time,rather disagree
hcw_9093,681,Senegal,32,Masculin,Marié,Baccalaureate,,3,Dakar,Centre/poste de santé/district,Paramédical (e),,Centre de sante,,,4,No,No,Yes ,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,Yes ,No,Yes , Do not know,disagree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,part of the time,rather disagree
hcw_9094,682,Senegal,37,Féminin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Centre de sante,Plus d'un jour pas semaine,,10, Do not know,Yes ,No,,rather disagree,disagree,agree,rather disagree,somewhat agree,agree,disagree,somewhat agree,agree,Yes ,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,La_plupart_de_le_temps,at no moment,disagree
hcw_9095,683,Senegal,30,Féminin,Marié,Licence,,3,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,2,Yes ,Yes ,Yes ,,disagree,disagree,agree,agree,agree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,totally agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9096,684,Senegal,27,Féminin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,1,No,Yes ,No,,disagree,disagree,agree,somewhat agree,agree,totally agree,rather disagree,agree,agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,No,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9097,685,Senegal,40,Féminin,Marié,BFEM,,1,Dakar,Centre/poste de santé/district,Paramédical (e),,Poste de sante,Quotidiennement,,10,No,Yes ,No,,disagree,disagree,agree,somewhat agree,agree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9098,686,Senegal,32,Masculin,Marié,BFEM,,3,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,2, Do not know,Yes ,Yes ,,disagree,disagree,agree,somewhat agree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9099,687,Senegal,33,Masculin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,5,No,Yes ,No,,disagree,disagree,agree,agree,agree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,part of the time,La_plupart_de_le_temps,agree
hcw_9100,688,Senegal,25,Masculin,Célibataire,Baccalaureate,,0,Dakar,Centre/poste de santé/district,Etudiant (e),,Poste de sante,,,0,No,Yes ,No,,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,agree,Yes ,Yes ,Yes ,Yes ,Yes , Do not know,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9101,689,Senegal,39,Féminin,Célibataire,Licence,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,Quotidiennement,,7,No,Yes ,No,,disagree,disagree,agree,somewhat agree,somewhat agree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes , Do not know,somewhat agree,Yes ,Yes ,Yes ,Yes ,Yes ,No,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9102,690,Senegal,32,Féminin,Marié,Pas scolarise,,2,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,6,No,Yes ,No,,disagree,without opinion,disagree,disagree,disagree,agree,disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9103,691,Senegal,48,Masculin,Célibataire,BFEM,,0,Dakar,Centre/poste de santé/district,Autre,,Poste de sante,,,15,No,Yes ,No,,disagree,disagree,disagree,disagree,disagree,agree,rather disagree,agree,totally agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,at no moment,La_plupart_de_le_temps,agree
hcw_9104,692,Senegal,39,Féminin,Marié,Pas scolarise,,1,Dakar,Centre/poste de santé/district,Médical (e),,Poste de sante,,,9,No,Yes ,No,,rather disagree,not agree at all,disagree,disagree,disagree,agree,not agree at all,somewhat agree,totally agree,Yes ,Yes ,Yes ,Yes ,disagree,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,Yes ,at no moment,La_plupart_de_le_temps,agree
