record_id,age,gender,role,role_other,healthtype,healthtype_2,healthtype_3,screening,screening_2,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,prevention_1,prevention_2,skills_1,skills_2,belief,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,social_influence_1,social_influence_2,social_influence_3,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,trust_1,trust_2,trust_3,
870,24,Male,Intern doctor,,paediatric,public,Gulu,Yes,daily,Fulltime,Civil partnership,None,no,No,No,Yes,Yes,Yes,Yes,disagree,strongly disagree,strongly agree.,somewhat agree,agree,strongly disagree,strongly agree.,agree,neither agree nor disagree,somewhat agree,neither agree nor disagree,somewhat disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,agree,strongly disagree,strongly agree.,somewhat disagree,some of the time,some of the time,most of the time,
871,28,Female,Social worker/counsellor,,Palliative Care,private,Nakasongola,Yes,daily,Fulltime,Married,None,Yes,Unsure,No,Yes,Yes,Yes,Yes,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,disagree,disagree,disagree,all of the time,all of the time,all of the time,
872,28,Female,Other,,Other,public,Nakasongola,No,NA,other,Living with partner,Prefer not to say,prefer not to say,No,No,Yes,No,Yes,Yes,agree,strongly agree.,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat disagree,somewhat agree,somewhat agree,all of the time,most of the time,most of the time,
873,29,Male,Social worker/counsellor,,Medical unit,public,Mityana,No,NA,Fulltime,Living with partner,3,no,No,No,NA,Yes,Yes,Yes,somewhat disagree,somewhat agree,agree,agree,somewhat agree,somewhat agree,strongly agree.,agree,disagree,strongly disagree,agree,agree,somewhat agree,agree,somewhat agree,agree,agree,somewhat agree,somewhat agree,disagree,some of the time,all of the time,all of the time,
874,25,Male,Other,,Other,public,Kassanda,Yes,daily,Fulltime,Single (never married),None,no,No,No,Yes,Yes,Yes,No,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,all of the time,all of the time,most of the time,
875,26,Female,Other,,Other,public,Mityana,No,NA,Fulltime,Living with partner,None,no,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,all of the time,
876,28,Male,Other,,Other,public,KASSANDA,No,NA,Fulltime,Single (never married),2,Yes,Yes,Yes,No,No,Yes,No,somewhat agree,somewhat agree,somewhat agree,agree,somewhat agree,agree,strongly agree.,agree,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,less than half of the time,some of the time,some of the time,
877,30,Male,Other,,Other,public,Bulera Subcounty (Mityana),No,NA,Fulltime,Single (never married),1,no,No,No,Yes,No,Yes,No,agree,agree,agree,agree,strongly agree.,disagree,agree,agree,somewhat agree,disagree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,most of the time,
878,26,Female,Other,,Other,public,Mityana,No,NA,Fulltime,Living with partner,None,no,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,most of the time,all of the time,
879,24,Female,Other,,Other,private,Kassanda ,No,NA,Fulltime,Single (never married),1,no,No,No,No,No,No,No,somewhat agree,agree,agree,disagree,agree,somewhat agree,agree,disagree,disagree,strongly disagree,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,somewhat disagree,at no time,at no time,at no time,
880,28,Male,Other,,Other,public,mityana,No,NA,casual or locum staff,Married,1,Yes,No,No,Unsure,No,Yes,Yes,agree,agree,agree,strongly agree.,agree,disagree,agree,strongly agree.,agree,disagree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,at no time,at no time,at no time,
881,32,Female,Social worker/counsellor,,Palliative Care,public,Nakasongola,Yes,daily,Fulltime,Living with partner,4,Yes,No,No,Yes,No,Yes,Yes,agree,agree,agree,strongly agree.,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,agree,somewhat agree,all of the time,all of the time,all of the time,
882,38,Male,Social worker/counsellor,,Other,public,Wakiso,Yes,daily,Fulltime,Married,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,disagree,strongly disagree,strongly disagree,strongly disagree,somewhat disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,strongly disagree,somewhat disagree,all of the time,all of the time,all of the time,
883,27,Female,Other,,Other,public,MITYANA,No,NA,Fulltime,Single (never married),None,no,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,agree,agree,disagree,agree,agree,somewhat agree,strongly agree.,strongly agree.,at no time,most of the time,at no time,
884,24,Female,Other,,Palliative Care,private,Mityana,No,NA,Fulltime,Single (never married),None,Yes,No,No,Yes,No,Yes,NA,neither agree nor disagree,somewhat agree,strongly agree.,disagree,somewhat agree,somewhat agree,agree,agree,disagree,strongly disagree,disagree,agree,somewhat agree,strongly agree.,agree,neither agree nor disagree,strongly agree.,agree,somewhat agree,agree,at no time,at no time,some of the time,
885,23,Female,Other,,Other,public,Kalungi HCIII,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,NA,agree,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,all of the time,all of the time,all of the time,
886,26,Male,Other,,Palliative Care,private,Mityana,No,NA,Fulltime,Living with partner,Prefer not to say,Yes,Yes,No,Yes,No,Yes,No,disagree,disagree,disagree,strongly disagree,disagree,disagree,agree,disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,at no time,at no time,all of the time,
887,26,Female,Other,,Medical unit,public,Nakaseke,No,NA,Fulltime,Married,None,Yes,No,No,Yes,No,Yes,No,agree,agree,somewhat agree,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,agree,somewhat agree,strongly agree.,agree,somewhat agree,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
888,28,Male,Nurse,,paediatric,public,Nakaseke,Yes,more than one day per week,student,Single (never married),None,no,No,No,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,at no time,at no time,at no time,
889,23,Male,Other,,Other,public,Nakasongola,No,NA,Fulltime,Single (never married),3,Yes,No,No,Yes,No,Yes,No,somewhat disagree,somewhat disagree,strongly disagree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,somewhat disagree,strongly disagree,somewhat agree,somewhat agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly disagree,some of the time,more than half of the time,some of the time,
890,26,Male,Social worker/counsellor,,infectious disease ward,public,Luwero,Yes,more than one day per week,Fulltime,Single (never married),2,Yes,No,No,Yes,No,Yes,Yes,disagree,somewhat agree,agree,somewhat disagree,strongly agree.,disagree,strongly agree.,somewhat agree,somewhat agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,agree,somewhat agree,neither agree nor disagree,somewhat disagree,some of the time,some of the time,some of the time,
891,28,Female,Social worker/counsellor,,Other,public,Nakasongola,Yes,more than one day per week,Fulltime,Single (never married),None,no,No,No,No,No,Yes,NA,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly agree.,disagree,strongly agree.,strongly agree.,somewhat agree,disagree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,at no time,some of the time,some of the time,
892,25,Male,Social worker/counsellor,,Other,private,Nakasongola ,No,NA,Fulltime,Single (never married),2,no,No,No,Yes,Yes,Yes,NA,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,strongly agree.,somewhat disagree,neither agree nor disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,somewhat agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat disagree,some of the time,less than half of the time,less than half of the time,
893,25,Female,Other,,paediatric,public,Luweero,No,NA,part time,Living with partner,1,no,No,No,No,No,Yes,No,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,some of the time,some of the time,some of the time,
894,25,Male,Social worker/counsellor,,Other,private,Nakasongola ,No,NA,Fulltime,Single (never married),2,no,No,No,Yes,Yes,Yes,NA,somewhat agree,somewhat agree,somewhat disagree,somewhat disagree,somewhat agree,somewhat disagree,strongly agree.,somewhat disagree,neither agree nor disagree,neither agree nor disagree,somewhat disagree,agree,somewhat agree,somewhat agree,neither agree nor disagree,strongly agree.,strongly agree.,agree,somewhat agree,somewhat disagree,some of the time,less than half of the time,less than half of the time,
895,28,Male,Medical doctor,,Medical unit,public,Mityana ,Yes,daily,Fulltime,Single (never married),NA,no,No,No,Yes,No,Yes,Yes,agree,agree,agree,agree,agree,strongly disagree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,most of the time,all of the time,all of the time,
896,24,Female,Other,,Palliative Care,private,Mityana ,No,NA,Fulltime,Single (never married),None,Yes,No,No,Yes,No,Yes,NA,somewhat agree,disagree,strongly agree.,strongly disagree,somewhat agree,neither agree nor disagree,strongly agree.,agree,agree,strongly disagree,somewhat agree,agree,agree,strongly agree.,agree,agree,strongly agree.,agree,agree,somewhat agree,all of the time,some of the time,less than half of the time,
897,28,Male,Other,,Medical unit,public,Nakasongola,No,NA,Fulltime,Living with partner,2,no,No,No,No,No,Yes,Yes,somewhat agree,somewhat agree,strongly agree.,agree,agree,strongly disagree,strongly disagree,strongly agree.,disagree,strongly disagree,agree,agree,agree,agree,strongly disagree,agree,agree,somewhat agree,strongly disagree,strongly disagree,at no time,at no time,at no time,
898,25,Female,Other,,Other,public,Kiboga hospital ,Yes,daily,Fulltime,Single (never married),3,Yes,Yes,Yes,Yes,No,Yes,NA,strongly disagree,disagree,agree,agree,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,agree,somewhat agree,NA,somewhat agree,somewhat agree,agree,all of the time,most of the time,most of the time,
899,30,Male,Nurse,,Medical unit,public,Mityana,Yes,daily,Fulltime,Single (never married),None,no,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,more than half of the time,more than half of the time,
900,25,Female,Nurse,,Medical unit,public,Wakiso,Yes,more than one day per week,Fulltime,Single (never married),None,no,No,No,No,No,Yes,No,agree,agree,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,somewhat agree,somewhat agree,agree,strongly agree.,agree,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,all of the time,all of the time,all of the time,
901,25,Female,Allied health professional,,Medical unit,public,Mubende ,Yes,daily,Fulltime,Single (never married),Prefer not to say,Yes,Yes,Yes,Yes,No,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,somewhat agree,somewhat agree,somewhat agree,strongly disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,somewhat agree,somewhat agree,all of the time,all of the time,all of the time,
902,26,Male,Other,,Other,public,Mubende ,Yes,dont know,Fulltime,Single (never married),None,no,No,No,Unsure,Unsure,Yes,No,agree,somewhat agree,NA,somewhat agree,agree,neither agree nor disagree,agree,somewhat disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
903,40,Male,Allied health professional,Data officer,Palliative Care,NA,Kassanda,Yes,daily,Fulltime,Married,2,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
904,28,Male,Other,,Medical unit,public,Nakaseke,No,NA,Fulltime,Living with partner,1,prefer not to say,No,No,Yes,No,Yes,No,agree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat disagree,strongly agree.,agree,agree,somewhat agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,strongly agree.,some of the time,some of the time,some of the time,
905,27,Female,Other,,infectious disease ward,public,Mityana,No,NA,Fulltime,Single (never married),2,no,No,No,No,No,Yes,No,strongly agree.,agree,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,disagree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat disagree,agree,agree,some of the time,most of the time,all of the time,
906,28,Male,Allied health professional,Laboratory Technician,Medical unit,private,Wakiso,Yes,daily,Fulltime,Single (never married),2,no,No,No,No,No,Yes,No,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,some of the time,some of the time,some of the time,
907,40,Female,Social worker/counsellor,,Laboratory,private,Wakiso,Yes,daily,Fulltime,Living with partner,2,no,Yes,Yes,Yes,Yes,Yes,No,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,strongly disagree,strongly disagree,somewhat agree,somewhat agree,most of the time,most of the time,most of the time,
908,27,Male,Other,,Laboratory,public,Mityana ,Yes,daily,Fulltime,Living with partner,None,Yes,No,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,all of the time,all of the time,all of the time,
909,27,Male,Other,,Laboratory,public,Mityana ,Yes,daily,Fulltime,Living with partner,None,Yes,No,Yes,Yes,Yes,Yes,Yes,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,NA,strongly agree.,NA,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,all of the time,all of the time,all of the time,
910,29,Male,NA,,Laboratory,public,Namayingo,Yes,daily,Fulltime,Single (never married),2,Yes,No,No,No,No,Yes,Yes,strongly disagree,strongly disagree,strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,strongly disagree,strongly disagree,NA,NA,NA,NA,NA,NA,all of the time,NA,NA,
911,24,Female,Other,,Other,public,Luweero hospital,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,NA,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,all of the time,most of the time,most of the time,
912,57,Male,Other,,Medical unit,public,Namyingo,Yes,daily,Fulltime,Married,3,Yes,Yes,Yes,No,No,Yes,Yes,agree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,at no time,most of the time,all of the time,
913,35,Female,Midwife,,maternity,public,Luwero,Yes,daily,Fulltime,Married,3,Yes,Yes,Yes,No,No,Yes,NA,agree,agree,agree,agree,agree,somewhat agree,agree,agree,somewhat agree,strongly agree.,agree,strongly disagree,agree,agree,agree,strongly agree.,strongly agree.,somewhat disagree,somewhat disagree,somewhat disagree,some of the time,some of the time,at no time,
914,25,Female,Medical doctor,,Medical unit,public,Luwero,Yes,daily,Fulltime,Single (never married),None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,strongly agree.,agree,agree,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,disagree,agree,agree,all of the time,all of the time,all of the time,
915,27,Female,Midwife,,maternity,public,Namayingo district,Yes,daily,Fulltime,Married,1,Yes,No,No,Yes,No,Yes,Yes,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,strongly agree.,at no time,at no time,at no time,
916,32,Male,Allied health professional,None,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,5+,Yes,Yes,Yes,Yes,No,Yes,No,agree,agree,somewhat agree,somewhat disagree,agree,disagree,agree,agree,somewhat disagree,strongly agree.,somewhat agree,agree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,agree,at no time,some of the time,most of the time,
917,25,Male,Other,,Medical unit,public,Nakaseke,No,NA,Fulltime,Living with partner,1,prefer not to say,No,No,Yes,No,Yes,Not sure,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,somewhat agree,agree,agree,most of the time,most of the time,most of the time,
918,30,Female,Social worker/counsellor,,intensive care,public,Namayingo,Yes,daily,Fulltime,Married,1,Yes,Yes,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,agree,strongly agree.,agree,strongly agree.,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,strongly disagree,strongly disagree,all of the time,all of the time,all of the time,
919,23,Male,Allied health professional,None,surgical,public,NAMAYINGO DISTRICT,Yes,daily,student,Single (never married),None,no,No,No,Yes,No,Yes,Yes,somewhat disagree,somewhat disagree,strongly agree.,agree,strongly agree.,disagree,strongly agree.,strongly agree.,strongly agree.,agree,somewhat agree,somewhat agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,somewhat agree,agree,disagree,some of the time,some of the time,some of the time,
920,32,Male,Medical doctor,,emergency,public,Namayingo,Yes,daily,Fulltime,Prefer not to say,None,Yes,Unsure,Yes,Yes,Unsure,Yes,NA,somewhat agree,strongly disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,strongly agree.,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,strongly agree.,somewhat disagree,agree,agree,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,disagree,at no time,most of the time,most of the time,
921,44,Female,Social worker/counsellor,,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,3,Yes,Yes,No,Yes,No,Yes,No,agree,strongly disagree,agree,somewhat agree,agree,disagree,agree,agree,somewhat agree,strongly disagree,disagree,disagree,agree,agree,strongly agree.,agree,agree,somewhat agree,strongly agree.,agree,at no time,most of the time,all of the time,
922,48,Male,Allied health professional,,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,3,Yes,No,Yes,Yes,No,Yes,No,disagree,agree,somewhat agree,strongly disagree,strongly agree.,somewhat agree,strongly agree.,somewhat disagree,somewhat disagree,disagree,somewhat disagree,strongly agree.,neither agree nor disagree,strongly disagree,agree,strongly agree.,agree,agree,agree,agree,some of the time,less than half of the time,all of the time,
923,34,Male,Allied health professional,None,surgical,public,Namayingo,Yes,daily,Fulltime,Single (never married),1,Yes,Yes,No,No,No,Yes,Yes,agree,agree,strongly agree.,agree,strongly agree.,strongly agree.,agree,agree,agree,disagree,somewhat agree,agree,agree,agree,agree,strongly agree.,strongly agree.,agree,agree,agree,some of the time,some of the time,most of the time,
924,30,Female,Midwife,,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,3,Yes,No,No,Unsure,No,Yes,No,agree,disagree,agree,disagree,agree,agree,agree,agree,disagree,strongly disagree,disagree,agree,somewhat agree,agree,agree,agree,agree,disagree,agree,agree,at no time,more than half of the time,most of the time,
925,48,Male,Allied health professional,None,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,3,Yes,No,Yes,Yes,No,Yes,No,disagree,agree,somewhat agree,strongly disagree,strongly agree.,somewhat agree,strongly agree.,somewhat disagree,somewhat disagree,disagree,somewhat disagree,strongly agree.,neither agree nor disagree,strongly disagree,agree,strongly agree.,agree,agree,agree,agree,some of the time,less than half of the time,all of the time,
926,39,Male,Administrative,,infectious disease ward,public,Kassanda,No,NA,Fulltime,Married,2,no,No,No,Yes,No,Yes,No,disagree,disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,somewhat disagree,neither agree nor disagree,neither agree nor disagree,more than half of the time,more than half of the time,more than half of the time,
927,27,Female,Social worker/counsellor,,Medical unit,public,Namyingo,Yes,daily,Fulltime,Married,1,no,No,No,Yes,No,Yes,No,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,strongly disagree,disagree,agree,agree,agree,agree,agree,agree,somewhat agree,agree,agree,at no time,most of the time,most of the time,
928,26,Male,Nurse,,Medical unit,public,Namayingo,Yes,daily,Fulltime,Single (never married),1,Yes,No,No,No,No,Yes,Yes,agree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,agree,agree,agree,somewhat agree,agree,agree,agree,strongly agree.,agree,agree,strongly agree.,strongly agree.,strongly agree.,agree,some of the time,some of the time,all of the time,
929,24,Female,Midwife,,maternity,public,Namayingo,Yes,daily,Fulltime,Married,None,no,No,No,No,No,Yes,No,agree,strongly agree.,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,some of the time,some of the time,
930,24,Female,Midwife,,maternity,public,Namayingo,Yes,daily,Fulltime,Married,None,no,No,No,No,No,Yes,No,agree,strongly agree.,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,some of the time,some of the time,
931,36,Male,Other,,Medical unit,public,Namayingo,No,NA,Fulltime,Married,5+,Yes,No,No,Yes,No,Yes,No,somewhat disagree,agree,somewhat agree,somewhat agree,disagree,somewhat disagree,disagree,agree,disagree,strongly disagree,disagree,somewhat disagree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,at no time,most of the time,all of the time,
932,24,Female,Midwife,,maternity,public,Namayingo,Yes,daily,Fulltime,Married,None,no,Yes,Yes,No,No,Yes,No,agree,strongly agree.,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,some of the time,some of the time,some of the time,
933,31,Female,Allied health professional,None,Medical unit,public,Namayingo,Yes,daily,Fulltime,Married,5+,no,Yes,No,Yes,Yes,Yes,Yes,somewhat disagree,agree,agree,somewhat disagree,agree,somewhat disagree,somewhat agree,agree,somewhat disagree,strongly disagree,disagree,somewhat agree,somewhat agree,agree,agree,agree,agree,somewhat agree,agree,agree,at no time,most of the time,most of the time,
934,32,Male,Social worker/counsellor,,paediatric,public,Kyankwanzi,Yes,more than one day per week,Fulltime,Living with partner,1,no,No,No,Yes,No,Yes,Yes,agree,somewhat agree,strongly agree.,agree,agree,agree,strongly agree.,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,more than half of the time,more than half of the time,more than half of the time,
935,30,Female,Nurse,,infectious disease ward,public,Kassanda,Yes,more than one day per week,Fulltime,Married,3,prefer not to say,Yes,Yes,Yes,Yes,Yes,NA,disagree,agree,strongly disagree,strongly disagree,strongly agree.,strongly disagree,strongly agree.,somewhat disagree,strongly disagree,strongly disagree,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,all of the time,all of the time,all of the time,
936,30,Female,Nurse,,infectious disease ward,public,Kassanda,Yes,more than one day per week,Fulltime,Married,3,prefer not to say,Yes,Yes,Yes,Yes,Yes,NA,disagree,agree,strongly disagree,strongly disagree,strongly agree.,strongly disagree,strongly agree.,somewhat disagree,strongly disagree,strongly disagree,somewhat disagree,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,strongly agree.,neither agree nor disagree,all of the time,all of the time,all of the time,
937,21,Female,Allied health professional,Pharmacist,Other,public,Wakiso,Yes,daily,student,Prefer not to say,None,Yes,Yes,Yes,Yes,No,Yes,Yes,agree,agree,agree,neither agree nor disagree,agree,agree,agree,neither agree nor disagree,somewhat agree,agree,somewhat agree,somewhat agree,agree,agree,agree,strongly agree.,strongly agree.,disagree,somewhat agree,agree,all of the time,all of the time,all of the time,
938,24,Male,Social worker/counsellor,,Other,public,Kiganda H/C iv in kassanda,Yes,more than one day per week,Fulltime,Single (never married),3,Yes,Unsure,Unsure,Yes,No,Not sure,Not sure,somewhat agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,NA,NA,NA,
939,45,Male,Other,,Medical unit,public,Busia,Yes,daily,part time,Married,5+,no,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,agree,agree,agree,agree,disagree,agree,agree,agree,agree,somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,most of the time,most of the time,most of the time,
940,29,Female,Social worker/counsellor,,Other,public,Busia,Yes,daily,Fulltime,Single (never married),Prefer not to say,Yes,Yes,No,Yes,No,Yes,Yes,agree,agree,strongly agree.,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,agree,disagree,strongly disagree,disagree,strongly agree.,strongly disagree,strongly agree.,agree,strongly agree.,strongly agree.,agree,strongly agree.,somewhat agree,some of the time,some of the time,most of the time,
941,38,Male,Medical doctor,,surgical,public,Busia ,Yes,daily,Fulltime,Married,4,no,Yes,Yes,Yes,Yes,Yes,No,somewhat agree,agree,agree,somewhat agree,strongly agree.,agree,agree,somewhat agree,somewhat disagree,disagree,somewhat agree,disagree,somewhat disagree,strongly agree.,somewhat agree,strongly agree.,strongly agree.,strongly disagree,strongly agree.,strongly agree.,some of the time,less than half of the time,more than half of the time,
