record_id,age,gender,role,role_other,healthtype,healthtype_2,District,Regions,Direct care to patients,If Yes,jobrole,marital,child_dependants,adult_dependants,experience_1,experience_2,experience_3,experience_4,contacttype,contacttype_2,prevention_1,prevention_2,prevention_3,prevention_4,prevention_5,prevention_6,prevention_7,prevention_8,prevention_9,prevention_10,prevention_11,masktype,other_prevention,service_demand_1,service_demand_2,control_procedure_1,control_procedure_2,control_procedure_3,control_procedure_4,control_procedure_5,control_procedure_6,control_procedure_7,control_procedure_8,control_procedure_9,control_procedure_10,medicalmasktype,other_procedure,skills_1,skills_2,skills_3,belief,social_role,conseq_beliefs_1,conseq_beliefs_2,conseq_beliefs_3,intentions,environment_context_1,environment_context_2,environment_context_3,environment_context_4,supplies_1,supplies_2,supplies_3,supplies_4,supplies_5,supplies_6,supplies_7,supplies_8,supplies_9,supplies_10,supplies_11,social_influence_1,social_influence_2,social_influence_3,social_influence_4,emotion_1,emotion_2,emotion_3,emotion_4,emotion_5,wellbeing_1,wellbeing_2,wellbeing_3,wellbeing_4,wellbeing_5,trust_1,trust_2,trust_3,psychological_1,psychological_2,psychological_3,psychological_4
759,24,2,8,,6,2,Wakiso,Central 1,1,1,1,1,1,2,2,2,1,2,,,1,2,1,2,2,2,2,2,1,2,2,Surgical mask,,2,2,1,1,1,2,1,1,1,1,1,2,,,2,2,6,7,7,7,7,7,7,7,3,6,3,2,1,6,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,3,1,1,1,2,1,5,6,6,1,1,1,1
760,40,1,9,,12,2,Wakiso,Central 1,2,,1,3,4,2,2,2,1,1,2,,2,1,3,1,1,1,1,2,1,1,2,,,1,1,1,1,1,2,1,1,2,2,2,2,Surgical masks,,1,1,1,1,1,2,2,1,3,1,2,1,3,2,2,7,3,2,7,3,3,1,2,3,1,1,1,2,2,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1
761,40,1,9,,12,2,Wakiso,Central 1,2,,1,3,4,2,2,2,1,1,2,,2,1,3,1,1,1,1,2,1,1,2,,,1,1,1,1,1,2,1,1,2,2,2,2,Surgical masks,,1,1,1,1,1,2,2,1,3,1,2,1,3,2,2,7,3,2,7,3,3,1,2,3,1,1,1,2,2,2,2,3,1,2,3,1,1,1,1,1,1,1,1,1,1
762,27,1,5,,8,2,Wakiso,Central 1,1,1,1,1,6,2,3,2,3,2,,,2,2,2,2,2,2,2,2,2,2,2,,,2,1,1,2,2,2,2,1,2,1,3,2,,,6,4,5,5,7,2,6,5,1,3,2,1,6,2,6,6,1,1,5,1,5,2,1,1,7,7,7,5,7,7,7,5,1,2,3,2,2,2,6,1,2,1,1,1,1
763,19,2,7,Laboratory Technician,2,2,Wakiso,Central 1,1,1,1,1,1,2,1,2,1,2,,,1,2,2,2,1,1,2,1,2,2,2,,,2,6,1,2,2,2,1,1,2,1,2,2,,,6,6,6,2,3,6,6,2,6,6,5,2,6,6,7,7,2,2,2,2,6,6,2,6,6,2,6,2,6,5,5,2,1,5,5,1,2,1,1,2,1,1,2,1,1
764,30,2,7,Laboratory Technician,10,2,Wakiso,Central 1,1,1,1,2,6,1,1,1,1,1,3,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,3,3,1,1,1,1,1,1,1,1,1,2,,,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,1,6,6,1,6,6,6,6,6,7,7,6,6,6,5,5,5,5,5,5,5,5,1,1,1,1
765,20,2,8,,6,2,Wakiso,Central 1,1,1,1,1,1,2,2,2,1,2,,,1,2,1,2,2,2,2,2,1,2,2,Surgical mask,,2,2,1,1,1,2,1,1,1,1,1,2,,,2,2,6,7,7,7,7,7,7,7,3,6,3,2,1,6,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,3,1,1,1,2,1,5,6,6,1,1,1,1
766,20,1,5,,8,2,Wakiso,Central 1,1,1,1,1,6,2,2,2,1,2,,,1,2,2,2,1,1,2,2,1,1,2,,,6,2,1,2,2,2,1,1,2,1,2,2,,,6,6,6,7,7,6,6,6,7,6,,6,6,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,6,1,1,1,1,2,4,4,2,1,1,1,1
767,51,1,6,,1,2,Wakiso,Central 1,1,1,1,3,2,1,1,2,1,2,,,1,2,1,2,1,1,2,2,2,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,7,1,6,7,6,6,2,1,2,6,6,6,2,2,6,2,6,6,6,6,5,6,6,2,6,6,2,2,2,2,2,1,2,5,5,5,5,1,1,1,2
768,41,1,6,,11,2,Wakiso,Central 1,1,1,1,1,4,1,3,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,Cloth mask,,3,3,1,1,1,1,1,1,1,1,1,2,Cloth masks,,3,6,3,3,1,2,2,4,7,3,1,1,2,2,5,5,1,1,1,1,2,3,1,1,2,7,6,5,7,7,6,6,4,3,4,2,3,3,5,5,4,1,1,1,2
769,29,1,8,,2,2,Wakiso,Central 1,1,1,6,2,3,2,2,2,1,2,,,1,1,1,2,1,1,1,1,1,2,2,Cloth mask,,7,6,1,2,2,2,1,1,2,2,2,2,,,6,7,2,2,6,6,2,6,6,2,6,2,6,6,7,7,1,1,6,1,6,6,1,1,6,6,6,6,7,6,6,6,1,5,2,5,2,5,1,2,1,1,1,2,1
770,24,1,8,,12,2,Wakiso,Central 1,1,1,1,1,6,2,2,2,1,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,2,2,1,2,2,2,2,1,2,2,1,2,,,1,2,7,7,7,7,7,2,7,2,2,2,2,7,7,7,2,2,7,2,2,1,2,2,5,7,7,2,7,7,7,6,6,1,1,1,1,1,4,6,6,1,1,1,1
771,38,1,6,,1,1,Wakiso,Central 1,1,1,1,3,3,2,1,1,2,2,,,1,2,1,2,1,1,2,2,1,2,2,Surgical mask,,1,1,1,2,1,1,1,1,2,2,2,2,Surgical masks,,6,6,6,6,6,6,6,2,6,6,6,1,6,6,6,6,2,2,6,2,6,6,2,2,6,6,6,6,7,7,6,6,2,5,2,1,1,5,6,2,2,1,1,1,2
772,33,2,7,None,10,2,Wakiso,Central 1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Surgical mask,Cloth masks ,6,2,1,1,1,2,1,1,2,1,2,2,None,,6,6,6,6,6,6,6,6,6,6,2,6,2,6,6,6,6,6,6,2,6,6,2,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,6,6,6,1,1,1,1
773,24,1,5,,8,2,Wakiso,Central 1,1,1,1,1,1,2,2,2,2,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,,,1,1,2,1,6,6,6,2,6,2,2,2,2,7,7,7,2,2,2,2,2,2,2,2,5,7,6,6,6,6,6,6,6,2,2,2,2,2,6,6,6,1,1,2,1
774,23,1,5,,8,2,Wakiso,Central 1,1,1,1,1,6,2,2,2,1,2,,,1,2,1,2,2,2,2,2,2,2,2,Surgical mask,,3,3,1,2,1,2,2,2,2,2,2,2,,,2,2,3,1,6,1,3,1,7,2,1,1,6,7,7,7,1,1,2,2,2,6,1,1,7,7,6,4,6,6,6,7,4,2,2,2,2,2,5,1,1,1,1,2,1
775,34,1,8,,1,2,Wakiso,Central 1,1,1,1,1,2,1,1,2,2,2,,,1,2,2,1,2,1,1,2,1,1,2,,,3,3,1,2,1,2,2,1,1,2,2,2,Cloth masks,,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,3,2,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
776,26,2,4,,1,1,Wakiso,Central 1,1,1,1,1,3,2,2,2,2,2,,,1,2,1,2,1,1,2,2,2,2,2,Surgical mask,,2,2,1,2,1,2,1,1,2,2,1,1,Surgical masks,Cloth masks ,6,6,6,6,6,3,5,2,6,6,6,2,6,6,6,6,2,2,6,2,6,6,2,2,6,6,6,6,6,6,5,6,5,2,2,2,2,2,6,2,2,1,1,1,1
777,27,1,10,,8,2,Wakiso,Central 1,1,1,1,3,2,1,2,2,1,2,,,2,1,2,2,2,2,2,2,2,2,2,,,2,2,1,2,1,2,1,1,2,1,1,2,,,4,3,2,7,5,6,5,5,7,7,5,5,5,3,7,7,1,1,6,1,6,6,1,1,7,7,7,5,7,7,6,5,5,2,2,1,1,1,4,1,1,1,1,1,1
778,30,2,8,,12,2,Wakiso,Central 1,1,1,1,3,1,1,1,2,2,2,,,1,1,1,1,1,1,1,1,1,2,2,Surgical mask,,1,1,1,1,2,1,1,1,1,1,1,2,,,3,3,3,1,3,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1
779,21,1,7,Laboratory Technician,2,2,Wakiso,Central 1,1,1,1,1,7,3,2,1,2,2,,,1,2,1,2,1,1,1,2,1,1,2,Surgical mask,,1,1,1,1,2,1,2,1,2,2,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1
780,21,1,7,Clinical officer,2,2,Wakiso,Central 1,1,1,1,1,7,3,2,1,2,2,,,1,2,1,2,1,1,1,2,1,1,2,Surgical mask,,1,1,1,1,2,1,2,1,2,2,1,2,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1
781,38,2,7,Laboratory technologist,1,2,Wakiso,Central 1,1,1,1,3,2,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,1,2,,,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,1,1,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,6,6,6,1,1,1,1
782,22,2,10,,12,2,Wakiso,Central 1,2,,1,1,6,2,2,2,1,2,,,1,2,2,2,2,1,2,2,3,3,2,,,1,1,1,2,1,2,2,1,2,2,1,2,,,6,6,4,2,7,1,5,1,6,7,1,1,5,6,6,6,1,1,1,1,1,6,1,1,6,6,6,6,6,6,6,7,4,1,2,2,2,2,6,5,1,1,1,2,2
783,25,1,5,,8,1,Wakiso,Central 1,1,1,1,1,1,2,1,2,2,2,,,1,1,2,2,1,1,2,2,1,2,2,,,3,3,1,3,3,3,1,1,3,1,1,3,,,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1
784,25,2,2,,1,1,Wakiso,Central 1,1,1,1,1,6,2,2,1,3,3,,,1,2,1,2,1,1,2,2,2,2,2,Surgical mask,,5,5,1,2,1,2,1,1,2,2,1,2,,,5,6,3,1,3,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,1,1,1,1,1,1
785,35,2,9,,1,2,Wakiso,Central 1,1,1,1,3,6,2,3,3,1,3,,,1,1,1,1,1,1,2,2,2,1,2,Surgical mask,,3,2,1,1,1,1,1,1,1,1,1,2,Surgical masks,,6,5,6,6,6,6,6,5,6,5,2,2,5,5,5,5,5,5,5,5,6,5,1,7,7,7,7,1,7,7,1,6,7,1,1,1,2,6,6,6,1,1,1,2,1
786,26,2,7,Laboratory Technician,10,1,Wakiso,Central 1,1,1,1,1,6,2,3,2,2,2,,,1,2,2,2,2,1,2,2,2,2,3,,,1,1,1,1,2,1,1,1,1,1,1,3,,,5,4,6,5,7,7,7,6,6,4,3,1,1,1,7,7,2,1,7,1,1,7,1,2,5,7,5,4,7,1,6,7,5,1,2,1,1,2,6,6,6,2,1,1,1
787,21,1,10,,1,2,Kampala,Kampala,3,,5,1,7,3,2,2,2,2,,,1,1,1,2,1,1,2,1,1,2,2,Surgical mask,,4,1,1,1,1,1,1,1,1,1,1,2,,,6,2,1,7,7,5,6,1,7,6,7,7,2,5,7,7,5,5,6,3,3,6,2,2,5,7,7,2,5,6,6,1,2,2,2,3,4,1,3,5,2,2,2,2,1
788,28,1,8,,12,1,Kampala,Kampala,2,,1,1,6,1,2,2,1,2,,,1,2,1,3,2,1,2,1,1,3,2,Surgical mask,,4,4,1,1,1,1,1,1,1,1,1,2,,,2,4,6,6,7,4,7,4,6,6,4,4,4,4,6,6,4,4,4,4,2,6,4,7,4,7,6,3,6,6,7,7,7,5,5,2,5,5,3,5,5,1,2,1,1
789,61,2,2,,1,1,Wakiso,Central 1,1,1,1,1,3,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,1,2,2,,,5,5,5,5,7,7,7,7,7,7,7,7,7,6,6,7,1,1,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,5,5,5,5,5,6,6,6,1,1,1,1
790,31,2,6,,1,1,Wakiso,Central 1,1,1,1,1,2,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,4,4,1,2,2,2,1,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,1,1,7,1,7,7,1,1,6,6,6,6,7,7,7,7,7,1,5,1,1,1,6,6,6,1,1,1,1
791,31,2,6,,1,1,Wakiso,Central 1,1,1,1,1,2,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,4,4,1,2,2,2,1,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,1,1,7,1,7,7,1,1,6,6,6,6,7,7,7,7,7,1,5,1,1,1,6,6,6,1,1,1,1
792,25,2,4,,1,1,Kampala,Kampala,1,3,2,3,1,2,2,1,1,1,2,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,1,2,,,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,1,1,7,1,7,7,1,1,6,6,6,6,7,7,7,7,7,1,5,5,5,1,6,1,1,1,1,1,1
793,40,2,9,,1,1,Kampala,Kampala,1,1,1,3,2,2,2,1,1,2,,,1,2,2,2,2,1,2,2,2,2,2,,,5,5,1,1,1,1,1,1,1,1,1,2,,,6,5,5,6,6,6,6,2,6,6,4,5,5,7,6,6,1,1,2,2,6,6,2,2,6,6,6,6,6,6,4,6,5,5,5,5,3,5,5,2,1,1,1,1,1
794,60,2,7,Clinical officer,6,1,Kampala,Kampala,1,1,1,3,5,2,2,2,2,2,,,1,2,1,2,1,1,2,1,1,2,2,Surgical mask,,1,1,1,1,1,2,1,1,2,1,1,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,2,5,5,2,5,2,2,2,2,2,2,2,6,6,1,5,5,5,5,6,5,5,1,1,1,1
795,30,1,6,,2,1,Kampala,Kampala,1,1,1,2,1,2,1,2,1,2,,,1,2,1,1,1,2,2,2,1,2,2,None,,1,1,1,3,3,3,1,3,1,1,1,3,,,1,1,1,1,1,1,1,1,1,6,6,3,3,6,6,6,6,2,6,6,2,6,2,6,1,6,6,1,6,6,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1
796,42,2,8,,1,1,Kampala,Kampala,1,1,1,2,4,2,2,1,1,2,,,1,2,2,2,1,2,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,1,2,,,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,2,2,7,1,7,7,1,5,6,7,7,7,7,7,7,7,7,1,5,5,1,1,6,6,6,1,1,1,1
797,34,1,7,Laboratory Technician,10,1,Kampala,Kampala,1,2,1,1,6,1,1,2,1,2,,,1,1,1,2,2,1,2,2,1,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,6,7,7,5,7,5,7,1,7,7,6,1,5,6,7,6,6,6,6,1,1,7,1,1,7,7,5,1,7,7,6,7,6,5,5,5,5,5,5,5,5,1,1,2,1
798,25,1,5,,8,2,Kampala,Kampala,1,2,1,8,1,3,1,2,1,1,2,,1,1,2,2,2,1,2,1,2,3,3,,,3,5,1,1,1,2,1,1,2,1,2,2,Cloth masks,,6,6,5,6,6,6,7,2,7,6,6,6,5,7,6,6,6,6,6,5,5,7,2,5,7,7,7,5,7,7,5,7,5,2,2,3,2,3,5,1,1,1,1,1,1
799,53,1,6,,12,1,Kampala,Kampala,1,1,1,8,3,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,Surgical mask,,2,2,1,2,1,2,2,1,2,2,2,2,Surgical masks,,7,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,2,2,7,2,2,6,2,2,7,6,7,7,7,7,2,6,6,2,2,2,2,2,2,2,2,1,1,1,1
800,29,1,9,,1,1,Kampala,Kampala,1,1,1,3,2,1,2,2,2,2,,,1,2,1,2,1,1,2,1,1,3,2,Surgical mask,,1,1,1,1,1,1,1,1,1,1,1,2,,,6,6,6,6,1,6,6,5,6,6,2,2,6,6,6,6,2,2,6,2,2,6,2,6,6,6,6,6,7,7,7,1,6,1,2,2,1,1,6,1,1,1,1,1,1
801,38,2,3,,12,1,Kampala,Kampala,1,1,2,3,4,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,6,6,1,2,2,2,1,1,1,1,1,2,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,2,6,6,6,6,6,6,6,2,6,6,2,2,2,2,2,1,1,1,1,1,1,1
802,26,1,3,,1,1,Kampala,Kampala,1,1,1,1,1,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,2,3,1,2,2,2,1,1,2,1,1,2,,,7,7,7,7,6,7,7,7,7,7,7,6,6,7,7,7,2,1,7,1,7,7,1,7,7,7,7,7,7,6,6,6,6,1,2,2,2,2,6,6,6,1,1,1,1
803,28,1,3,,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,1,7,7,3,7,7,7,7,7,6,6,6,6,6,1,1,1,1,1,6,6,5,1,1,1,1
804,28,1,3,,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,1,7,7,3,7,7,7,7,7,6,6,6,6,6,1,1,1,1,1,6,6,5,1,1,1,1
805,28,1,3,,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,1,1,1,2,2,2,1,1,2,2,2,2,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,1,7,7,3,7,7,7,7,7,6,6,6,6,6,1,1,1,1,1,6,6,5,1,1,1,1
806,41,2,2,,1,1,Kampala,Kampala,1,1,1,2,3,1,1,1,1,1,2,,1,2,1,1,1,1,1,1,1,2,2,Surgical mask,,6,6,1,2,1,1,1,1,1,1,1,2,Surgical masks,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,2,2,2,2,2,2,2,1,1,1,1
807,24,1,10,,12,1,Kampala,Kampala,1,1,1,3,1,1,1,2,2,2,,,2,2,2,2,2,2,2,2,2,3,2,,,3,2,1,1,1,1,1,1,1,1,1,2,Medical mask ,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,1,1,1,1,1,1,1
808,47,2,7,Clinical officer,1,1,Kampala,Kampala,1,1,2,3,4,2,1,2,1,1,2,,1,1,2,2,2,1,2,2,2,2,2,,,2,2,1,1,2,1,1,1,1,1,1,2,,,2,6,2,1,1,2,6,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,6,1,2,7,6,6,2,7,6,2,2,1,2,3,3,1,1,2,1,1,1
809,44,1,10,,12,1,Kampala,Kampala,1,1,1,3,4,2,1,1,1,1,2,,1,1,1,2,1,1,2,2,1,3,2,Surgical mask,,4,1,1,1,1,1,1,1,1,1,1,2,Surgical masks,,5,5,7,7,7,7,7,5,7,6,6,6,7,7,7,7,7,7,1,7,7,7,2,2,7,7,7,7,7,7,1,7,3,2,3,1,1,2,5,5,5,1,2,1,1
810,33,1,7,Laboratory Technician,1,1,Kampala,Kampala,1,1,1,3,3,2,2,2,2,2,,,1,2,2,2,1,1,2,2,1,2,2,,,2,1,1,2,2,2,2,1,2,2,1,2,,,7,7,6,7,7,7,7,7,7,6,7,1,7,7,7,7,1,1,7,1,7,7,1,2,7,7,7,6,6,6,6,6,6,1,1,1,1,1,6,6,6,1,1,1,1
811,29,2,7,Laboratory Technician,1,1,Kampala,Kampala,1,1,1,2,1,2,2,2,1,2,,,1,2,1,2,1,1,2,1,1,2,2,Surgical mask,,6,6,1,1,1,1,1,1,1,1,1,2,,,5,6,7,7,7,7,7,4,7,7,7,1,4,4,7,7,6,7,7,4,6,7,4,4,7,7,7,7,7,7,4,7,7,6,6,6,6,6,5,6,6,1,1,1,1
812,23,1,6,,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,2,6,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,6,2,7,7,7,7,7,2,7,5,6,2,2,7,7,7,2,7,7,2,7,7,2,2,7,7,7,6,7,7,2,1,1,2,2,2,2,2,5,2,1,1,1,1,1
813,27,2,8,,1,1,Busia,Mid Eastern,1,1,2,1,6,2,2,2,2,2,,,1,1,1,2,2,1,2,2,1,2,2,Cloth mask,,5,5,1,1,1,1,1,1,1,1,1,2,None,,6,5,6,6,6,5,6,2,6,6,5,6,6,6,7,5,6,1,6,5,2,6,1,1,6,6,6,6,6,6,6,6,6,5,4,5,5,4,3,1,1,1,1,1,1
814,35,1,9,,12,1,Busia,Mid Eastern,2,,1,3,3,2,2,2,1,1,2,,1,2,2,2,1,1,2,1,1,2,2,,,7,7,1,1,1,1,1,1,1,1,1,2,,,6,6,3,7,7,6,6,2,7,6,6,6,5,7,7,7,2,2,7,1,6,7,1,1,6,7,6,6,7,7,6,6,7,1,1,2,5,5,2,2,1,1,1,1,1
815,24,1,5,,8,1,Kampala,Kampala,1,1,1,1,6,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,1,2,Cloth masks,,5,5,6,7,7,7,7,1,7,7,7,1,7,7,7,7,5,5,7,7,7,7,7,5,7,7,7,7,7,7,5,2,2,3,3,3,2,2,6,6,6,1,1,1,1
816,34,1,10,,1,1,Busia,Mid Eastern,2,,1,3,5,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,Cloth mask,,6,5,1,1,1,1,1,1,2,2,1,2,None,,6,6,6,6,6,6,6,2,6,6,6,5,6,6,6,5,6,3,6,3,3,6,2,2,6,6,6,5,2,2,2,6,6,2,2,2,2,5,3,1,1,1,1,1,1
817,34,1,8,,12,1,busia,Mid Eastern,1,1,1,1,2,1,2,2,1,2,,,1,1,1,2,2,2,2,2,2,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,,,2,1,1,1,1,1,1,7,7,7,7,2,4,1,1,2,1,1,1,4,6,1,1,1,7,7,7,2,6,6,6,1,7,1,1,1,1,1,4,1,1,1,1,1,1
818,25,1,10,,10,1,Busia,Mid Eastern,1,1,1,1,6,2,2,1,1,2,,,1,1,1,2,2,1,2,2,2,1,2,Surgical mask,,2,2,1,1,2,1,1,1,1,1,1,2,,,2,6,2,5,6,2,6,2,6,5,5,5,2,6,6,6,6,1,6,2,2,6,2,2,6,6,5,2,6,6,6,2,2,2,2,2,2,2,6,6,5,2,1,1,1
819,27,1,10,,12,1,Busia,Mid Eastern,2,,1,1,1,1,2,1,1,1,2,,1,1,2,2,1,1,2,2,1,2,2,,,5,5,1,2,1,2,1,1,2,2,1,2,,,5,5,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,2,7,1,7,7,2,2,6,7,7,2,7,7,7,2,2,6,6,1,6,6,1,1,1,1,1,1,1
820,23,1,7,Laboratory Technician,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1,2,1,1,2,2,1,2,Surgical masks,,1,1,1,6,6,7,7,7,7,1,1,1,1,7,7,7,7,1,7,1,7,7,1,1,7,7,7,7,7,7,1,7,2,6,6,5,6,6,6,6,6,1,2,2,2
821,23,1,7,Laboratory Technician,1,1,Kampala,Kampala,1,1,1,1,6,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,,,1,1,1,1,1,2,1,1,2,2,1,2,Surgical masks,,1,1,1,6,6,7,7,7,7,1,1,1,1,7,7,7,7,1,7,1,7,7,1,1,7,7,7,7,7,7,1,7,2,6,6,5,6,6,6,6,6,1,2,2,2
822,25,2,7,None,1,1,Busia,Mid Eastern,1,1,1,1,6,2,1,3,1,1,2,,1,2,1,2,2,1,2,1,1,3,3,Surgical mask,,1,2,1,1,1,1,3,1,2,1,1,2,None,,5,6,6,6,7,5,6,2,7,5,6,1,5,6,6,7,6,6,6,2,6,7,2,6,6,7,6,4,7,2,6,6,6,5,5,2,5,5,6,6,1,1,1,2,2
823,25,1,6,,1,1,Busia,Mid Eastern,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,1,1,2,1,Surgical mask,Cloth masks ,5,5,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,7,7,7,7,7,7,7,2,7,7,7,5,6,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,1,7,7,2,6,1,2,2,6,6,5,1,1,1,1
824,25,1,6,,1,1,Busia,Mid Eastern,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,1,1,2,1,Surgical mask,Cloth masks ,5,5,1,1,1,1,1,1,1,1,1,1,Surgical masks,Cloth masks ,7,7,7,7,7,7,7,2,7,7,7,5,6,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,1,7,7,2,6,1,2,2,6,6,5,1,1,1,1
825,32,2,6,,12,1,Busia,Mid Eastern,1,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,Surgical mask,,2,2,1,1,1,1,1,1,1,1,1,1,Cloth masks,Surgical Mask,5,5,5,6,6,2,7,3,7,2,2,1,5,6,6,6,6,6,6,2,3,7,1,2,3,7,5,3,7,7,3,1,7,5,5,5,5,5,6,5,5,1,1,1,2
826,50,2,9,,1,1,Busia,Mid Eastern,2,,1,3,5,1,2,2,1,2,,,1,2,2,2,2,2,2,2,2,2,2,,,1,2,1,1,1,1,1,1,1,1,1,2,None,,3,2,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,5,5,5,5,6,5,5,6,6,6,2,6,6,6,6,6,5,2,2,5,5,6,2,2,1,1,1,1
827,28,1,5,,8,1,busia,Mid Eastern,1,1,1,3,1,1,1,1,1,2,,,1,1,1,1,2,1,2,1,2,2,2,Surgical mask,,5,5,1,1,1,1,1,1,1,1,1,2,,,2,1,1,1,1,1,1,7,7,7,7,2,4,7,7,7,7,7,7,7,7,7,2,7,7,7,7,2,7,7,2,1,1,2,5,4,5,5,6,5,6,1,1,1,1
