,d_carer_b,consent,willing,d_region_c_o,d_age_i,d_gender,d_edu_c_o,d_hosp_c_u,d_marital_c_u,d_chdn_i,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,d_aware_novel,d_getting_infected,d_contacting_coronavirus,d_consider_yourself,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,b_manage,b_honest_manage,b_dir_interest
2156,Yes,Yes,Yes,Douala,33,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),3,Non clinical,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[3],[3],[3],No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree
2157,Yes,Yes,Yes,Douala,20,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2158,Yes,Yes,NA,Yaounde,29,Female,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),3,Nurse,Pediatric,Almost every day of the month,Part time,2 to 5  years,Yes,[2],[3],[4],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree
2159,Yes,Yes,Yes,Yaounde,38,Female,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Living alone,3,Health Assistants,Medical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,[4],[4],[4],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
2160,Yes,Yes,Yes,Yaounde,37,Female,Secondary School/SHS/SSS or Lower,Lucrative private health Facility,Prefer not to say,3,Health Assistants,Matches the job that you do Surgical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[5],[4],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2161,NA,Yes,Yes,Douala,29,Male,First University Degree,Lucrative private health Facility,Living alone,2,Allied health professionals,Other,Almost every day of the month,Short-term contract (< 13mths),2 to 5  years,Yes,[2],[2],[3],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2162,NA,Yes,Yes,Douala,26,Female,High School Diploma,Lucrative private health Facility,Living with another (Married - Partnership),1,Allied health professionals,Other,No more than three days during each week,Prefer not to say,2 to 5  years,Yes,[3],[3],[3],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2163,Yes,Yes,Yes,Douala,45,Male,Masters,Lucrative private health Facility,Living with another (Married - Partnership),4,Medical Doctor,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),More than 15 years,Yes,[2],[2],[5],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2164,Yes,Yes,Yes,Douala,52,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Health Assistants,Other,Almost every day of the month,Fulltime,More than 15 years,Yes,[4],[4],[4],No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2165,Yes,Yes,Yes,Douala,40,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),3,Health Assistants,Other,Almost every day of the month,Part time,< 1 year,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2166,Yes,Yes,Yes,Douala,21,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Other,Almost every day of the month,Casual or locum staff,2 to 5  years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2167,Yes,Yes,Yes,Douala,20,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Pharmacist,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[1]  Extremely unlikely,[1]  Extremely unlikely,[1]  Extremely unlikely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2168,Yes,Yes,Yes,Douala,30,Female,Masters,Lucrative private health Facility,Living alone,3,Health Assistants,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[5],[5],[5],No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Somewhat Agree
2169,Yes,Yes,Yes,Yaounde,30,Male,Masters,Denomitional Health Facility,Living alone,1,Medical Doctor,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[5],[5],Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2170,Yes,Yes,Yes,Yaounde,45,Male,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),More than 5,Physician Assistant,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree
2171,Yes,Yes,Yes,Yaounde,29,Male,Masters,Denomitional Health Facility,Living with another (Married - Partnership),2,Medical Doctor,Medical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2172,Yes,Yes,Yes,Yaounde,29,Female,Post-Secondary School/SSS/SHS Certificate,Denomitional Health Facility,Living with another (Married - Partnership),5,Allied health professionals,Outpatient department,Almost every day of the month,Fulltime,2 to 5  years,Yes,[6],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree
2173,Yes,Yes,Yes,Yaounde,27,Male,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),5,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[6],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2174,Yes,Yes,Yes,Yaounde,31,Female,First University Degree,Denomitional Health Facility,Prefer not to say,1,Nurse,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[6],[5],No,No,No,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2175,Yes,Yes,Yes,Yaounde,29,Male,Post-Secondary School/SSS/SHS Certificate,Denomitional Health Facility,Living with another (Married - Partnership),3,Non clinical,Emergency,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[6],[6],Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2176,Yes,Yes,Yes,Yaounde,31,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse Assistant Clinical,Emergency,Almost every day of the month,Fulltime,11 to 15 years,Yes,[4],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2177,Yes,Yes,Yes,Yaounde,42,Female,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),2,Non clinical,Outpatient department,Almost every day of the month,Fulltime,2 to 5  years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2178,Yes,Yes,Yes,Yaounde,34,Female,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),3,Non clinical,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[5],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2179,Yes,Yes,Yes,Yaounde,32,Male,Masters,Denomitional Health Facility,Living with another (Married - Partnership),4,Physician Assistant,Emergency,Almost every day of the month,Fulltime,11 to 15 years,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree
2180,Yes,Yes,Yes,Yaounde,37,Female,Post-Secondary School/SSS/SHS Certificate,Denomitional Health Facility,Living with another (Married - Partnership),5,Non clinical,Other,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[5],[6],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2181,Yes,Yes,Yes,Yaounde,46,Male,Post-Secondary School/SSS/SHS Certificate,Denomitional Health Facility,Living with another (Married - Partnership),4,Non clinical,Other,No more than three days during each week,Fulltime,11 to 15 years,Yes,[6],[6],[6],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree
2182,Yes,Yes,Yes,Douala,23,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Medical Unit,Almost every day of the month,Prefer not to say,2 to 5  years,Yes,[2],[2],[2],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2183,NA,Yes,Yes,Douala,28,Male,First University Degree,Lucrative private health Facility,Living alone,1,Allied health professionals,Other,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[2],[2],[3],No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
2184,Yes,Yes,Yes,Douala,28,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living with another (Married - Partnership),4,Nurse,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[7] Extremely likely,[7] Extremely likely,[7] Extremely likely,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2185,Yes,Yes,Yes,Yaounde,34,Male,Masters,Lucrative private health Facility,Living with another (Married - Partnership),2,Allied health professionals,Emergency,Almost every day of the month,Fulltime,2 to 5  years,Yes,[4],[4],[4],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2186,Yes,Yes,Yes,Yaounde,24,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Physician Assistant,Medical Unit,Almost every day of the month,Fulltime,2 to 5  years,Yes,[4],[5],[6],Unsure,Unsure,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree
2187,Yes,Yes,Yes,Yaounde,56,Female,Masters,Lucrative private health Facility,Living with another (Married - Partnership),More than 5,Medical Doctor,Emergency,Almost every day of the month,Fulltime,More than 15 years,Yes,[6],[6],[6],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2188,Yes,Yes,Yes,Yaounde,32,Male,Masters,Denomitional Health Facility,Living with another (Married - Partnership),5,Nurse,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
2189,Yes,Yes,Yes,Yaounde,50,Male,Masters,Denomitional Health Facility,Living with another (Married - Partnership),3,Physician Assistant,Emergency,Almost every day of the month,Fulltime,More than 15 years,Yes,[5],[5],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree
2190,Yes,Yes,Yes,Yaounde,24,Female,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),3,Physician Assistant,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[4],[5],[5],Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree
2191,Yes,Yes,Yes,Yaounde,40,Female,First University Degree,Denomitional Health Facility,Living with another (Married - Partnership),5,Nurse,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[6],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2192,Yes,Yes,Yes,Yaounde,30,Female,Masters,Denomitional Health Facility,Living with another (Married - Partnership),4,Nurse,Outpatient department,Almost every day of the month,Fulltime,6 to 10 years,Yes,[6],[6],[5],Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2193,Yes,Yes,Yes,Douala,29,Female,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Long-Term Contract (>12mths),2 to 5  years,Yes,[4],[4],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2194,Yes,Yes,Yes,Douala,36,Male,Masters,Lucrative private health Facility,Living with another (Married - Partnership),3,Allied health professionals,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[2],[2],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2195,Yes,Yes,Yes,Douala,24,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Prefer not to say,2,Health Assistants,Medical Unit,Almost every day of the month,Prefer not to say,< 1 year,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2196,Yes,Yes,Yes,Douala,28,Male,High School Diploma,Lucrative private health Facility,Living alone,1,Nurse,Medical Unit,Almost every day of the month,Short-term contract (< 13mths),6 to 10 years,Yes,[4],[4],[4],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
2197,NA,Yes,Yes,Douala,33,Male,First University Degree,Lucrative private health Facility,Living with another (Married - Partnership),2,Allied health professionals,Other,Almost every day of the month,Long-Term Contract (>12mths),6 to 10 years,Yes,[3],[3],[3],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree
2198,Yes,Yes,Yes,Douala,20,Female,Post-Secondary School/SSS/SHS Certificate,Lucrative private health Facility,Living alone,1,Health Assistants,Emergency,Almost every day of the month,Casual or locum staff,< 1 year,Yes,[5],[5],[5],No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree
