d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,country
39,Male,Masters,"Living with another (Married, Partnership)",4,No,No,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Somewhat disagree,Somwhat agree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
39,Male,Masters,"Living with another (Married, Partnership)",5,No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly disagree,Neither agree nor disagree,Ghana
39,Male,Ph.D./DrPH,"Living with another (Married, Partnership)",5,Yes,Yes,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Ghana
39,Male,Post Graduate Training - Clinical,"Living with another (Married, Partnership)",2,Yes,No,Yes,Yes,Direct Contact with COVID-19 patients,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Ghana
39,Male,Post Graduate Training - Clinical,"Living with another (Married, Partnership)",3,Yes,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Neither agree nor disagree,Strongly agree,Somwhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Ghana
39,Male,Post Graduate Training - Clinical,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Ghana
39,Male,Post Graduate Training - Clinical,"Living with another (Married, Partnership)",4,No,Yes,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Somwhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Ghana
39,Male,Post Graduate Training - Clinical,"Living with another (Married, Partnership)",4,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Ghana
39,NA,First Degree,Living alone,0,No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somwhat agree,Somwhat agree,Strongly agree,Ghana
39,NA,First Degree,"Living with another (Married, Partnership)",2,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Somewhat disagree,Somwhat agree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Ghana
39,NA,First Degree,"Living with another (Married, Partnership)",NA,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Ghana
39,NA,First Degree,NA,3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ghana
39,NA,First Degree,Prefer not to say,4,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Ghana
39,NA,Masters,Living alone,2,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Ghana
39,NA,Masters,"Living with another (Married, Partnership)",0,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Ghana
39,NA,Masters,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Ghana
39,NA,Masters,"Living with another (Married, Partnership)",4,No,No,Unsure,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Somewhat disagree,Somwhat agree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
39,NA,NA,NA,2,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
39,NA,Ph.D./DrPH,"Living with another (Married, Partnership)",2,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somwhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Ghana
39,NA,Ph.D./DrPH,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Ghana
40,Female,Diploma,"Living with another (Married, Partnership)",2,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somwhat agree,Ghana
40,Female,Diploma,"Living with another (Married, Partnership)",4,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Ghana
40,Female,First Degree,Living alone,1,No,No,Yes,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somwhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly disagree,Strongly disagree,Somwhat agree,Somwhat agree,Ghana
40,Female,First Degree,Living alone,1,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,First Degree,Living alone,3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somwhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",1,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",1,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",2,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,No,No,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Strongly disagree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Strongly disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somwhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somwhat agree,Somwhat agree,Strongly disagree,Somwhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Ghana
40,Female,First Degree,"Living with another (Married, Partnership)",3,Yes,Yes,Yes,Yes,Direct Contact with COVID-19 patients,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somwhat agree,Strongly disagree,Somwhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Ghana
40,Female,First Degree,Prefer not to say,3,Unsure,Unsure,Yes,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Ghana
40,Female,Masters,Living alone,0,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somewhat disagree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Ghana
40,Female,Masters,Living alone,4,No,No,Yes,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somwhat agree,Somewhat disagree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",0,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Somewhat disagree,Strongly disagree,Somwhat agree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",0,No,Yes,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somwhat agree,Somwhat agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",0,Yes,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Somewhat disagree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",0,Yes,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somewhat disagree,Somwhat agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Somewhat disagree,Somwhat agree,Somewhat disagree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",2,No,No,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat disagree,Strongly disagree,Somwhat agree,Strongly agree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",2,No,No,Yes,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somwhat agree,Somwhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somwhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",2,No,Unsure,Yes,Yes,Direct Contact with COVID-19 patients,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somwhat agree,Somwhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly disagree,Strongly agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",2,Yes,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somwhat agree,Somewhat disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Somwhat agree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Neither agree nor disagree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somwhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,There are positive COVID-19 patients in the same facility but no direct contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Strongly agree,Neither agree nor disagree,Somwhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somwhat agree,Strongly agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",3,No,No,Yes,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somwhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somwhat agree,Strongly agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",3,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat agree,Somwhat agree,Strongly agree,Somwhat agree,Strongly agree,Strongly agree,Somwhat agree,Strongly agree,Somwhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Somwhat agree,Ghana
40,Female,Masters,"Living with another (Married, Partnership)",3,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Ghana
