record_id,d_carer_b,consent,willing,d_age_i,gender,d_marital_c_u,d_edu_c_o,d_educ_other,d_chdn_i,d_region_c_o,d_hosp_c_u,d_job_role_c_u,d_work_unit_c_u,d_contact_freq_i,d_job_type_c_u,d_training_years_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_manage_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,s_alcohol_c_o,r_n95_c_o,r_surg_mask_c_o,r_fluid_gown_c_o,r_disp_apron_c_o,r_disp_gloves_c_o,r_full_suit_c_o,r_eye_prot_c_o,w_cheer_c_o,w_calm_c_o,w_active_c_o,w_rested_c_o,w_interest_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,e_c19_exp_c_o,e_risk_assess_c_o,e_risk_level_b,e_did_isolate_b,e_isolate_days_ch,e_exp_loc_c_u,e_c19_test_b,e_test_results_c_o,e_pos_mgmt_c_u
1818,1,1,1,39,,2,4,,4,7,3,3,1,2,0,2,0,0,0,0,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,1,-1,1,1,0,1,1,1,2,2,1,-2,1,3,0,3,2,2,4,0,2,2,2,2,2,2,2,2,1,3,,,,,,1,0,
1283,1,1,1,32,,1,4,,0,7,7,1,7,1,6,5,0,0,1,0,,,,,,,,,,,,0,1,1,1,1,2,1,1,0,1,2,1,1,0,0,1,1,1,0,0,0,0,1,3,0,3,2,2,4,0,2,2,2,2,2,2,0,0,0,3,,,,,,0,,
1403,1,1,1,26,1,1,4,,0,2,4,3,12,1,1,3,0,0,1,0,,,,,,,,,,,,1,-1,-1,-2,1,2,1,1,1,2,1,0,2,2,2,1,2,2,2,1,2,1,0,4,0,3,2,2,4,0,2,2,2,2,1,0,-1,-2,1,3,,,,,,0,,
2951,1,1,1,33,2,2,4,,0,13,4,1,6,1,6,7,0,0,1,1,3,,,,,,,,,,,-1,0,1,2,1,1,0,2,-2,1,2,-2,2,1,0,1,2,1,1,1,2,2,1,4,0,3,2,2,4,0,0,2,3,2,3,2,-1,0,1,3,,,,,,0,,
1330,1,1,1,27,,1,4,,3,2,6,9,11,1,6,3,1,1,1,1,1,,,,,,,,,,,1,1,2,2,2,2,1,2,1,2,1,1,-1,1,-1,1,2,2,2,2,-1,2,2,4,0,3,2,2,4,0,0,2,2,2,3,1,1,1,1,3,,,,,,1,0,
939,1,1,1,33,2,0,4,,5,5,4,3,12,1,6,5,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,-2,2,2,-1,2,2,2,2,2,2,0,0,-2,2,2,4,0,3,2,2,3,2,3,3,1,2,1,3,2,2,2,1,1,2,,,1,1,0,
1542,1,1,1,31,,2,4,,3,14,6,5,6,5,6,6,0,0,1,0,,,,,,,,,,,,1,0,1,1,1,1,1,1,0,2,1,0,0,0,0,0,1,0,2,2,0,1,0,3,0,3,2,2,3,2,3,1,1,1,1,2,0,0,0,2,,,,,,0,,
2809,1,1,1,41,2,2,6,,3,7,2,1,2,1,6,13,1,1,1,1,2,0,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,-1,2,1,-1,1,0,1,1,2,1,2,2,0,0,1,3,0,3,2,2,3,2,2,2,2,2,2,1,1,-1,0,1,1,2,,,2,1,0,
2142,1,1,1,28,,1,4,,0,14,7,1,7,1,0,3,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,-1,-1,2,0,2,2,2,2,1,2,2,1,2,2,-1,1,2,1,2,2,-1,1,0,4,0,3,2,2,3,2,2,2,1,1,1,2,-1,0,1,1,0,,,,1,0,,
3429,1,1,1,29,1,2,4,,1,2,5,2,1,1,2,3,0,0,2,2,,,,,,,,,,,,-2,-2,1,1,1,0,2,2,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,3,0,3,2,2,3,2,2,1,1,1,1,2,-1,-1,0,3,,,,,,0,,
1882,1,1,1,27,,0,3,,2,14,5,9,9,1,6,3,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,0,3,2,2,3,2,0,2,2,2,2,3,1,2,2,3,,,,,,0,,
4106,1,1,1,30,1,2,4,,2,6,3,1,2,1,6,5,0,0,1,0,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,0,4,0,3,2,2,3,2,0,1,1,1,1,3,2,2,2,2,,,,,,0,,
915,1,1,1,30,2,1,5,,0,7,8,3,12,1,6,7,0,0,1,0,,,,,,,,,,,,-1,-1,1,1,0,0,1,0,0,1,1,0,1,0,-1,1,1,1,1,0,0,1,-1,3,0,3,2,2,3,0,3,2,2,2,1,2,-1,1,1,3,,,,,,0,,
1265,1,1,1,28,,1,4,Tertiary ,0,4,5,9,11,1,6,5,0,1,1,1,2,0,0,0,1,0,0,0,1,1,1,1,-2,2,2,-1,2,2,2,-2,-2,2,1,-2,0,2,2,2,2,2,2,1,2,2,4,0,3,2,2,3,0,3,2,2,1,2,2,-1,1,1,1,0,,,,1,1,-1,
1267,1,1,1,28,,1,4,Tertiary ,0,4,5,9,11,1,6,5,0,1,1,1,2,0,0,0,1,0,0,0,1,1,1,1,-2,2,2,-1,2,2,2,-2,-2,2,1,,0,2,2,2,2,2,2,1,2,2,4,0,3,2,2,3,0,3,2,2,1,2,2,-1,1,1,1,0,,,,1,1,-1,
3097,1,1,1,36,2,0,3,,3,5,4,2,7,1,6,8,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,-2,1,1,3,0,3,2,2,3,0,2,3,3,3,2,1,1,0,0,1,1,2,,,1,1,1,3
3942,1,1,1,23,1,1,4,,0,2,5,2,1,1,6,2,0,0,0,0,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,-2,0,0,2,0,3,2,2,3,0,2,2,3,3,2,3,1,2,1,2,,,,,,0,,
3046,1,1,1,34,2,2,6,,3,4,4,1,3,1,6,7,1,1,1,1,2,0,0,1,1,0,1,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,-1,2,0,0,1,2,2,2,2,-2,2,0,3,0,3,2,2,3,0,2,2,2,2,2,2,0,1,1,1,1,2,,,1,1,-1,
4236,1,1,1,28,1,2,4,,0,7,4,1,4,1,6,3,0,1,1,0,,,,,,,,,,,,-1,0,2,1,1,1,1,1,0,2,0,-1,-2,-1,-1,1,2,1,1,1,0,2,1,4,0,3,2,2,3,0,0,2,2,2,2,2,-1,-1,1,1,,,,,1,1,0,
2038,1,1,1,26,,1,3,,0,14,5,9,11,1,6,40,0,0,0,0,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,4,0,3,2,2,3,0,0,2,2,2,2,2,-2,-2,-2,2,,,,,,0,,
3393,1,1,1,28,1,1,4,,0,14,6,9,11,1,6,4,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,1,2,1,2,1,2,1,2,2,2,-1,1,2,2,2,2,1,1,1,3,0,3,2,2,3,0,0,2,1,1,1,2,1,1,1,3,,,,,,0,,
3394,1,1,1,28,1,1,4,,0,14,6,9,11,1,6,4,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,1,2,1,2,1,2,1,2,2,2,-1,1,2,2,2,2,1,1,1,3,0,3,2,2,3,0,0,2,1,1,1,2,1,1,1,3,,,,,,0,,
1814,1,1,1,32,,2,3,,4,5,5,4,7,1,6,6,0,0,1,0,,,,,,,,,,,,2,1,2,2,-1,1,2,2,0,2,2,-1,-1,2,2,2,2,2,2,2,0,2,1,2,0,3,2,2,2,2,2,2,2,2,2,2,-1,0,1,2,,,,,,0,,
3051,1,1,1,40,2,2,5,,4,2,2,1,2,1,2,14,1,0,1,1,1,,,,,,,,,,,2,2,2,1,1,2,1,1,0,2,2,0,2,2,2,1,2,0,1,2,1,2,0,3,0,3,2,2,2,2,2,2,2,2,2,1,2,0,0,1,1,1,0,,1,0,,
4702,1,1,1,31,1,2,4,,2,2,2,1,1,1,2,8,0,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-2,2,1,0,1,1,1,-1,2,1,2,2,-2,0,-2,2,0,3,2,2,2,2,2,2,2,2,2,1,1,0,1,1,,,,,1,0,,
1813,1,1,,32,,2,3,,4,5,5,4,7,1,6,6,0,0,1,0,,,,,,,,,,,,1,1,2,2,-1,1,2,2,0,2,2,-1,-1,2,2,2,2,2,2,2,0,2,1,2,0,3,2,2,2,2,2,2,2,2,2,,-1,0,1,2,,,,,,0,,
4446,1,1,1,35,2,2,5,,4,2,7,3,12,2,6,3,0,1,1,1,1,,,,,,,,,,,1,1,2,2,1,1,2,2,2,2,2,0,2,1,-1,1,2,1,2,2,-1,2,1,3,0,3,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,,,,1,0,,
2750,1,1,1,30,2,1,4,,0,2,2,1,5,1,6,4,0,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,2,2,0,-1,2,-1,1,1,2,-2,2,2,1,2,0,3,0,3,2,2,2,2,2,1,1,1,1,1,-1,-1,-1,1,0,,,,1,1,0,
890,1,1,1,36,2,0,4,,0,6,4,2,2,1,6,6,2,2,1,1,1,,,,,,,,,,,1,1,2,-2,-2,-2,-1,2,1,2,-2,-2,2,-2,-2,-1,2,-2,2,2,2,2,2,3,0,3,2,2,2,0,2,2,2,2,2,0,-1,-2,-2,2,,,,,,0,,
3308,1,1,1,50,1,2,6,,4,7,1,1,9,3,6,17,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,-1,2,2,1,2,2,2,1,2,2,1,1,-1,-2,-2,2,0,3,2,2,2,0,0,2,2,2,2,3,2,2,2,3,,,,,,0,,
2965,1,1,1,34,1,2,4,,3,2,2,1,3,3,6,6,0,0,1,1,2,0,0,1,,1,1,2,1,0,1,1,0,-2,-2,-2,1,1,1,1,1,-1,-2,1,1,-1,1,1,0,2,2,1,1,1,2,0,3,2,2,2,0,0,1,1,2,2,1,-1,-1,0,1,1,2,,,1,1,0,
2700,1,1,1,30,2,2,4,MbChB,0,6,6,1,6,1,6,5,0,1,1,1,2,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,1,2,2,1,2,2,0,0,2,1,2,2,0,2,0,4,0,3,2,0,4,2,3,1,2,2,1,0,1,-1,0,1,1,2,,,1,1,-1,
3381,1,1,1,32,2,2,5,,1,2,2,1,2,1,2,6,1,0,1,0,,,,,,,,,,,,1,1,2,1,1,1,1,2,1,1,0,-2,2,0,0,1,1,1,2,2,2,2,-1,3,0,3,2,0,4,2,2,2,1,2,1,2,1,0,0,1,1,2,,,3,1,1,3
2733,1,1,1,30,1,2,4,MbCHb,2,6,4,1,1,1,6,4,1,0,1,1,3,,,,,,,,,,,0,0,1,2,2,2,1,2,1,2,1,-1,1,2,1,1,2,1,2,2,-1,1,0,4,0,3,2,0,4,2,0,2,2,2,1,2,1,1,1,3,,,,,,0,,
2643,1,1,1,32,1,2,4,,2,7,4,1,6,1,6,3,0,0,1,1,1,,,,,,,,,,,-1,-1,1,1,1,-1,0,2,-1,2,1,-2,1,0,1,2,2,2,2,2,2,2,1,3,0,3,2,0,4,0,3,2,1,2,1,1,-1,-1,1,1,0,,,,1,0,,
3196,1,1,1,23,1,1,3,,0,3,5,4,1,1,6,3,0,0,1,0,,,,,,,,,,,,2,-1,1,-1,1,2,2,2,-1,2,1,-1,-2,1,1,1,2,1,2,2,-1,2,2,3,0,3,2,0,4,0,2,2,3,3,1,2,-1,1,2,2,,,,,,0,,
719,1,1,1,38,2,2,5,,2,2,2,1,13,2,6,12,1,0,1,1,1,,,,,,,,,,,1,-1,2,1,1,2,2,2,1,2,1,-2,2,2,1,-1,2,-1,2,2,2,2,1,3,0,3,2,0,4,0,2,2,2,2,2,2,2,2,0,1,1,1,0,,1,0,,
3809,1,1,1,35,2,1,3,,8,4,6,4,1,2,6,6,0,0,1,1,1,,,,,,,,,,,1,0,2,1,1,1,1,1,-2,2,1,1,-1,0,0,1,2,2,2,2,1,2,2,4,0,3,2,0,4,0,2,2,2,1,2,0,0,-2,-2,2,,,,,,0,,
897,1,1,1,29,1,0,5,,3,7,2,1,3,1,6,4,0,1,0,0,,,,,,,,,,,,1,1,2,1,1,1,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,1,0,4,0,3,2,0,4,0,0,2,2,2,2,2,2,1,1,1,0,,,,1,0,,
4219,1,1,1,35,2,2,4,,1,7,2,1,2,1,6,5,1,2,1,1,3,,,,,,,,,,,1,1,2,2,1,2,2,-2,0,2,1,-2,2,-2,2,2,2,2,2,2,2,2,-2,4,0,3,2,0,4,0,0,2,2,2,2,1,2,-1,-2,1,0,,,,2,1,0,
1780,1,1,1,26,,1,4,,0,7,8,9,2,1,6,1,0,0,0,0,,,,,,,,,,,,0,0,1,2,2,2,2,1,0,2,1,1,-1,1,-2,2,2,2,2,2,-1,0,0,4,0,3,2,0,4,0,0,2,2,2,2,1,1,1,1,2,,,,,,0,,
1570,1,1,1,28,,2,3,,0,5,4,2,1,1,1,1,0,0,1,1,1,,,,,,,,,,,-1,-1,1,1,0,2,2,2,1,2,1,1,2,1,0,1,2,1,2,2,1,1,1,3,0,3,2,0,4,0,0,2,2,2,1,3,1,2,2,3,,,,,,0,,
1025,1,1,1,40,2,2,4,Doctor of Pharmacy ,4,7,7,3,12,4,3,13,1,1,1,1,1,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,0,1,-1,3,0,3,2,0,3,3,3,2,2,2,2,2,1,1,1,2,,,,,,0,,
2919,1,1,1,37,2,2,5,,1,7,2,1,6,1,6,11,1,0,1,0,,,,,,,,,,,,2,1,1,1,1,1,2,2,1,2,2,-2,2,1,1,2,2,2,2,2,1,2,-1,2,0,3,2,0,3,2,2,3,2,2,2,1,2,-1,-1,1,1,1,0,,1,1,0,
4710,1,1,1,25,2,1,4,,0,2,6,2,1,2,6,2,0,1,0,0,,,,,,,,,,,,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,-1,3,0,3,2,0,3,0,3,2,2,2,2,1,1,1,1,2,,,,,,0,,
3258,1,1,1,28,1,1,4,,0,7,2,1,7,1,1,1,0,0,1,0,,,,,,,,,,,,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,4,0,3,2,0,3,0,3,2,2,2,1,0,1,1,0,3,,,,,,0,,
4428,1,1,1,20,2,0,4,,0,6,7,1,7,1,1,3,0,1,1,1,2,0,0,1,1,0,0,0,1,0,1,-2,-2,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,-1,1,-1,3,0,3,2,0,3,0,2,2,2,2,1,1,-2,1,0,1,1,1,1,17,1,1,0,
435,1,1,1,25,2,1,4,,0,2,2,4,8,2,1,1,0,1,1,0,,,,,,,,,,,,1,0,2,1,2,1,2,1,2,1,2,-2,2,0,1,-1,2,-1,2,2,2,0,-2,2,0,3,2,0,3,0,2,1,0,1,1,0,1,-1,-2,3,,,,,,,,
3382,1,1,1,30,2,2,5,,2,2,7,1,7,1,1,4,0,0,1,1,2,0,1,0,1,0,0,0,1,1,1,-1,-1,2,1,2,2,2,1,1,2,2,-1,1,2,-1,2,2,2,2,2,-2,2,1,3,0,3,2,0,3,0,0,1,1,1,1,2,-1,1,1,3,,,,,,0,,
952,1,1,1,29,2,0,4,,3,11,5,9,10,1,3,10,0,0,1,0,,,,,,,,,,,,-2,-2,-2,-2,-2,2,2,1,0,2,2,-2,-2,-2,-2,-2,1,1,2,1,2,1,1,3,0,3,2,0,2,2,2,2,2,2,2,0,-2,2,1,2,,,,,,0,,
2573,1,1,1,34,2,2,5,Postgraduate.. MGCPS,0,2,2,1,2,1,6,9,0,0,1,1,1,,,,,,,,,,,0,1,1,1,2,2,1,2,-1,2,0,-1,2,2,0,0,2,0,0,2,-1,1,-1,3,0,3,2,0,2,0,2,2,2,2,2,1,1,0,0,1,1,1,0,,1,1,0,
1275,1,1,1,40,1,2,5,,3,2,3,1,7,1,6,13,1,2,1,1,1,,,,,,,,,,,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,1,3,0,3,2,0,2,0,0,1,1,1,1,2,2,1,1,1,1,2,,,1,1,1,3
4029,1,1,1,33,2,2,4,,2,3,6,4,4,1,6,9,1,0,0,0,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,0,2,1,1,1,2,0,1,1,-2,2,0,4,0,3,0,4,4,3,3,2,2,2,2,1,2,1,-2,1,1,2,,,,1,1,2
3077,1,1,1,33,2,1,4,,0,2,7,3,12,1,6,5,0,0,0,0,,,,,,,,,,,,1,1,1,-1,-1,-2,-1,-2,-1,2,1,0,2,2,1,2,2,1,2,1,1,1,-2,4,0,3,0,3,4,2,4,1,1,2,2,1,1,1,1,2,,,,,,0,,
3071,1,1,1,34,1,2,4,,0,7,2,1,6,1,6,9,0,0,1,1,1,,,,,,,,,,,1,1,1,-1,1,2,2,2,-1,1,1,-1,1,-1,0,0,2,-1,1,1,0,1,0,4,0,3,0,3,4,2,0,2,2,2,1,1,0,0,0,3,,,,,,1,0,
3223,1,1,1,66,2,2,4,,0,7,7,1,6,1,2,35,1,0,1,0,,,,,,,,,,,,1,1,2,1,1,1,1,2,-1,2,1,-1,-2,1,-1,-1,2,1,2,2,-1,1,2,3,0,3,0,3,4,0,2,2,2,2,3,1,-2,-1,0,3,,,,,,0,,
3179,1,1,1,34,2,0,5,,0,7,2,1,2,1,2,7,0,1,1,1,2,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,-2,0,0,2,0,2,1,-1,2,1,3,0,3,0,3,4,0,2,2,2,2,1,1,1,0,0,1,1,1,0,,1,1,0,
4708,1,1,1,29,1,1,4,,0,7,4,1,7,1,6,4,0,0,1,1,2,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,1,-1,1,1,-1,-2,0,-2,1,2,1,2,2,0,0,0,4,0,3,0,3,4,0,2,2,1,2,0,2,1,1,0,1,1,2,,,1,1,0,
1460,1,1,1,25,,1,4,,0,2,7,3,12,2,1,1,0,0,1,0,,,,,,,,,,,,0,0,1,1,0,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,0,1,0,4,0,3,0,3,4,0,0,2,2,2,2,2,1,1,1,1,0,,,,1,0,,
1830,1,1,1,32,,1,4,,0,7,5,1,7,1,6,6,0,0,1,1,1,,,,,,,,,,,-1,-1,2,-1,-1,0,1,2,-2,2,1,2,-2,1,-2,2,2,2,1,1,-2,1,0,3,0,3,0,3,3,3,2,2,2,1,2,3,-2,1,1,1,1,1,1,14,3,0,,
1287,1,,1,30,,2,3,,2,10,,,9,1,6,3,0,0,1,1,1,,,,,,,,,,,1,1,2,-1,1,2,2,2,-1,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,0,3,0,3,3,0,3,2,2,2,3,2,-1,1,1,1,1,2,,,1,,,
2469,1,1,1,33,2,2,4,,0,7,4,1,1,1,2,4,1,1,1,1,1,,,,,,,,,,,1,1,-1,-1,1,1,1,1,0,2,0,1,-1,0,1,2,2,2,2,2,-1,1,0,3,0,3,0,3,3,0,2,2,2,2,2,2,0,1,1,3,,,,,,0,,
2507,1,1,1,28,2,2,4,,0,2,4,2,7,1,6,2,0,0,1,1,2,0,0,1,1,0,1,0,1,1,1,-2,-2,1,-2,1,2,-1,2,-2,2,1,-2,2,0,0,1,2,1,2,2,-1,1,-2,2,0,3,0,3,3,0,2,1,1,1,1,0,-2,-2,-2,1,0,,,,1,1,0,
2163,1,1,1,30,,2,4,,1,11,4,1,6,1,6,2,0,0,1,1,3,,,,,,,,,,,-1,-1,1,0,1,2,2,2,-1,2,-1,-1,0,1,-1,-1,2,1,2,2,0,2,1,4,0,3,0,2,4,3,2,2,3,3,3,1,-1,-1,1,1,1,2,,,1,1,0,
1997,1,1,1,27,,1,4,,0,9,7,9,11,1,6,4,1,1,1,1,3,,,,,,,,,,,-2,1,2,-1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,4,0,3,0,2,4,2,4,2,2,2,2,2,-1,2,2,2,,,,,,0,,
3519,1,1,1,28,2,2,4,,4,6,6,1,1,1,6,3,0,0,1,1,2,0,0,1,1,0,0,0,1,1,1,-2,-1,1,2,0,2,2,2,1,2,2,-1,2,2,0,2,2,2,2,2,-1,2,0,4,0,3,0,2,4,2,3,2,2,2,2,3,2,2,2,1,1,2,,,1,1,1,3
1593,1,1,1,31,,0,3,,6,1,4,9,7,1,6,4,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,1,2,4,0,3,0,2,4,2,2,3,3,3,3,3,2,2,2,2,,,,,,0,,
3339,1,1,1,32,2,1,5,,0,16,4,1,7,1,6,3,0,0,1,0,,,,,,,,,,,,2,1,2,1,0,2,2,2,-2,-1,1,1,2,0,1,1,2,2,2,2,-2,-2,0,4,0,3,0,2,4,2,2,2,3,3,2,2,2,1,2,1,0,,,,1,0,,
3513,1,1,1,33,1,2,6,,2,7,4,1,6,1,6,3,0,0,1,1,3,,,,,,,,,,,0,0,1,0,-1,0,0,1,1,2,0,0,1,1,0,1,2,1,2,2,2,1,1,4,0,3,0,2,4,2,2,2,2,2,2,2,-1,0,1,1,1,2,,,2,1,0,
3091,1,1,1,36,2,2,5,,2,9,5,1,4,1,6,8,0,0,1,1,2,0,0,1,1,0,0,1,1,0,1,1,1,2,-1,2,2,2,2,1,2,2,-2,2,1,0,-2,2,0,2,2,2,0,-2,2,0,3,0,2,4,2,2,2,2,2,1,1,1,1,0,2,,,,,,0,,
4676,1,1,1,36,1,2,5,,3,7,2,1,3,1,2,5,0,0,1,1,1,,,,,,,,,,,2,1,1,1,0,0,2,2,2,2,0,-2,2,0,1,1,2,1,2,2,2,2,1,4,0,3,0,2,4,2,2,1,1,2,2,3,2,1,2,1,0,,,,1,1,1,3
3418,1,1,1,34,2,0,4,MbChB,3,7,2,1,2,1,6,7,1,1,1,1,2,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,-1,-2,-1,-2,0,1,2,1,2,2,-1,2,0,4,0,3,0,2,4,0,2,2,2,2,2,1,1,-1,0,1,1,1,0,,1,1,0,
3316,1,1,1,29,1,1,4,Doctoral (clinical),0,5,3,1,2,2,6,3,0,0,0,0,,,,,,,,,,,,0,0,1,2,-1,1,2,1,1,2,-1,-1,2,1,0,1,2,1,-2,-2,-2,1,2,4,0,3,0,2,4,0,2,2,2,2,2,1,0,1,0,2,,,,,,1,0,
926,1,1,1,27,1,2,3,,0,2,2,4,1,1,6,2,1,1,1,1,1,,,,,,,,,,,0,0,2,0,2,1,1,2,2,2,2,-2,2,2,2,2,2,2,2,2,-2,2,2,2,0,3,0,2,4,0,2,2,2,2,1,0,-2,-2,-2,1,1,2,,,1,1,0,
4215,1,1,1,41,2,2,5,,3,9,6,1,2,1,6,4,2,1,1,1,2,0,0,1,1,0,1,0,1,0,1,1,1,2,2,2,2,2,1,2,2,1,-1,2,2,-2,1,2,2,2,2,1,2,1,3,0,3,0,2,4,0,2,2,2,1,1,1,1,1,1,2,,,,,,1,0,
2243,1,1,1,39,,2,5,,3,2,7,1,6,1,6,11,1,1,1,1,2,1,0,1,1,0,1,0,1,1,1,-2,-2,1,0,-1,2,2,1,-1,2,-2,-2,1,-2,-1,-2,1,-2,1,2,-1,2,-1,2,0,3,0,2,4,0,2,1,2,1,1,0,-2,-2,-2,1,1,2,,,1,1,0,
2053,1,1,1,44,,2,5,,4,4,8,1,7,1,6,15,1,0,0,0,,,,,,,,,,,,-1,-1,2,1,2,2,1,1,1,2,1,1,-2,1,-2,1,2,1,1,2,-2,1,1,3,0,3,0,2,4,0,0,3,3,2,1,1,-2,-1,2,3,,,,,,0,,
2611,1,1,1,30,2,2,4,,0,14,6,1,2,1,6,3,0,2,1,0,,,,,,,,,,,,-1,0,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-1,0,4,0,3,0,2,4,0,0,2,2,2,2,2,-1,-2,-2,1,1,1,1,14,1,1,0,
2811,1,1,1,33,1,2,5,,3,2,2,1,3,1,6,7,0,1,1,0,,,,,,,,,,,,1,0,2,2,1,1,2,1,1,2,0,0,2,2,0,1,2,1,2,2,1,1,-1,4,0,3,0,2,4,0,0,2,2,1,1,2,2,1,0,1,1,1,0,,1,1,0,
2258,1,1,1,28,,1,4,,4,13,3,2,4,1,5,2,0,1,1,1,1,,,,,,,,,,,1,1,2,1,2,1,2,1,-2,2,2,-2,2,1,-1,2,2,2,2,2,1,2,-2,3,0,3,0,2,4,0,0,2,1,3,1,0,0,-2,1,2,,,,,,0,,
102,1,1,1,34,1,2,4,,4,15,6,4,3,1,6,11,2,0,1,0,,,,,,,,,,,,1,1,2,1,0,2,-1,2,-1,2,1,-2,-2,2,-2,1,2,0,2,2,-1,1,-2,2,0,3,0,2,3,0,4,2,2,2,3,0,0,-2,-2,1,0,,,,1,1,0,
3062,1,1,1,30,1,2,3,,1,2,6,5,6,1,6,8,1,1,1,2,,,,,,,,,,,,1,-2,1,1,1,2,0,1,1,2,1,0,2,1,1,1,2,2,2,2,0,2,2,3,0,3,0,2,3,0,3,2,2,2,2,1,-1,-1,2,3,,,,,,1,0,
4444,1,1,1,27,1,1,5,Post graduate,0,7,2,1,3,1,6,3,0,0,1,1,2,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,2,-1,1,1,-1,2,1,1,1,2,2,2,2,-1,-2,-2,4,0,3,0,2,3,0,0,2,2,2,2,2,1,1,1,1,0,,,,1,1,1,3
4107,1,1,1,28,2,1,4,,0,13,3,1,2,1,6,3,0,1,1,1,1,,,,,,,,,,,1,1,-1,-2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,-2,2,0,4,0,3,0,2,3,0,0,2,2,2,1,2,2,2,2,2,,,,,,1,0,
1056,1,1,1,33,2,2,4,,0,2,6,9,11,2,6,9,0,0,1,2,,,,,,,,,,,,0,-1,0,-1,0,1,0,0,-1,-2,0,0,-1,-1,0,1,1,1,2,2,0,1,0,2,0,3,0,2,3,0,0,2,2,2,1,1,-2,-2,-2,3,,,,,,1,0,
3263,1,1,1,29,1,2,4,,1,2,6,2,2,1,6,10,0,0,1,0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,1,1,-1,1,2,-2,-2,-2,2,-2,2,-1,3,0,3,0,2,3,0,0,1,2,2,2,1,-1,1,1,2,,,,,,0,,
